event_id,time_utc,latitude,longitude,magnitude,depth_km,max_amplitude_bhz,tsunami_flag_usgs
11798255,2024-01-31 23:43:17.478,12.6093,-89.2963,4.6,45.259,22045,0
11798235,2024-01-31 23:07:12.081,37.3723,136.7898,4.2,8.748,309567,0
11800955,2024-01-31 21:38:28.230,-23.0039,-66.4105,4.5,228.041,14259,0
11798003,2024-01-31 19:21:27.249,41.3442,78.7416,4.1,10.0,774822,0
11800763,2024-01-31 17:05:57.676,14.0821,145.7731,4.2,91.253,2323276,0
11807967,2024-01-31 15:43:40.280,51.7706,-175.9004,3.0,74.112,125049,0
11798190,2024-01-31 14:32:43.664,51.1663,-178.9465,3.7,35.0,136378,0
11797804,2024-01-31 14:23:20.120,19.385167,-155.275833,3.5,0.95,92667,0
11797718,2024-01-31 11:57:27.200,18.175,-68.1966,3.64,77.0,53181,0
11797677,2024-01-31 10:05:04.404,12.2378,143.5884,4.8,34.731,1396627,0
11798187,2024-01-31 09:25:27.958,51.4363,179.253,4.0,30.003,139769,0
11797653,2024-01-31 08:22:44.500,19.0866,-65.0063,3.81,4.0,84709,0
11801399,2024-01-31 07:24:33.428,35.3892,141.7498,4.5,22.749,26,0
11797603,2024-01-31 04:25:26.609,-20.9376,-70.4645,4.6,61.666,8453578,0
11799185,2024-01-31 04:25:00.973,-21.2467,-67.658,4.1,227.965,14155,0
11810284,2024-01-31 03:29:33.255,-8.7093,159.2878,4.1,112.382,78775,0
11799664,2024-01-30 23:41:40.229,12.6353,-89.2879,4.2,35.0,14437,0
11797324,2024-01-30 17:58:05.570,19.193333,-155.492833,3.28,36.0,65971,0
11797298,2024-01-30 16:27:00.010,19.19,-64.9718,4.6,28.0,940290,0
11806773,2024-01-30 15:52:25.464,54.7527,-161.5831,3.0,50.946,47246,0
11797215,2024-01-30 10:36:39.286,11.5162,-87.0597,4.7,35.0,3487359,0
11797192,2024-01-30 08:43:06.770,19.226,-66.5985,3.31,14.88,47681,0
11797171,2024-01-30 06:27:35.452,37.1919,-104.7612,3.0,8.605,3781,0
11797166,2024-01-30 06:15:18.818,61.7278,-148.5574,3.9,9.0,7088914,1
11797123,2024-01-30 03:49:58.761,61.4042,-150.6873,3.5,57.4,86139,0
