event_id,time_utc,latitude,longitude,magnitude,depth_km,max_amplitude_bhz
11907377,2024-11-30T23:19:38.580000,19.386167,-155.242833,3.08,1.96,21281
11907337,2024-11-30T21:36:05.908000,13.0543,143.9264,4.7,132.912,11463187
11907300,2024-11-30T18:40:35.900000,19.479833,-155.3975,4.3,20.59,1119024
11907311,2024-11-30T18:34:56.733000,-18.3641,-69.6619,4.8,118.268,7789332
11907325,2024-11-30T17:19:17.395000,25.2326,126.0285,4.5,47.345,17001
11915917,2024-11-30T16:24:15.891000,33.3736,132.4044,4.1,51.372,13288
11915914,2024-11-30T16:01:25.729000,-30.7736,-178.8699,4.5,84.601,56351
11915908,2024-11-30T15:54:52.775000,-13.7016,167.0095,4.3,215.132,51568
11913276,2024-11-30T10:59:26.447000,-0.8176,29.2153,4.4,10.0,1596887
11907249,2024-11-30T09:32:41.098000,40.093,77.6063,4.4,10.0,33595
11907201,2024-11-30T09:07:01.883000,23.8314,123.383,5.2,19.908,355093
11907196,2024-11-30T08:46:15.515000,25.286,126.0534,5.7,41.499,864858
11907198,2024-11-30T08:34:12.683000,23.8809,123.4223,4.8,44.916,261747
11913527,2024-11-30T05:58:21.284000,15.4004,145.5471,4.1,225.106,275887
11907132,2024-11-30T05:56:47.870000,19.5568,-65.4246,3.58,28.0,42524
11907129,2024-11-30T05:43:09.050000,19.6016,-65.4545,3.54,36.0,37648
11907125,2024-11-30T05:09:57.590000,19.5721,-65.211,3.78,116.0,36339
11907110,2024-11-30T04:38:19.150000,19.188833,-155.3505,3.29,28.71,169131
11907115,2024-11-30T04:26:52.769000,-23.2005,-67.8573,4.2,159.336,13147
11907111,2024-11-30T04:22:28.332000,6.6663,-73.0851,4.4,162.202,57722
11907104,2024-11-30T04:11:13.390000,62.0038,-150.8827,3.7,63.9,180992
11907107,2024-11-30T04:04:09.140000,19.012667,-66.821167,3.24,27.65,31016
11916772,2024-11-30T03:40:01.515000,14.1306,145.3089,4.4,93.23,6037430
11916779,2024-11-30T02:41:17.920000,10.1206,-86.3751,4.3,10.0,9289
11907071,2024-11-30T02:04:59.574000,40.3205,142.2796,4.3,55.099,19518
11907050,2024-11-30T00:52:29.475000,37.0404,136.474,4.8,10.0,625368
11907053,2024-11-30T00:40:02.560000,19.6165,-65.389333,3.28,38.57,34335
11907068,2024-11-29T22:29:18.476000,53.2923,159.4806,4.3,108.317,1142718
11907008,2024-11-29T21:03:25.570000,19.5913,-65.4338,3.79,48.0,66971
11906951,2024-11-29T14:28:12.843000,52.6309,159.6513,4.2,66.434,5791078
11912795,2024-11-29T08:49:11.713000,-8.9112,159.212,4.2,40.121,265705
11906893,2024-11-29T08:31:33.107000,69.0359,-145.6074,3.1,0.1,27192
11906874,2024-11-29T06:14:25.420000,35.547667,-96.743167,3.25,6.14,4519
11906822,2024-11-28T23:54:57.842000,39.2837,16.4084,4.2,35.438,46736
11906821,2024-11-28T23:25:22.945000,-29.0837,-177.4545,4.7,78.554,624742
11906814,2024-11-28T22:06:22.840000,19.224167,-64.590833,3.39,53.41,33520
11906811,2024-11-28T21:45:49.820000,32.6395,-118.187667,3.03,27.77,57290
11906795,2024-11-28T19:35:00.590000,18.1088,-68.444,3.73,58.0,12075
11912883,2024-11-28T18:56:54.733000,-28.46,-176.975,4.2,35.0,208944
11906783,2024-11-28T18:41:42.973000,-28.9149,-176.9352,5.0,35.0,1136045
11912808,2024-11-28T18:27:19.076000,12.9698,-88.5901,4.3,76.96,2106856
11912463,2024-11-28T18:24:18.249000,10.5756,-86.1089,4.4,35.719,27029
11906785,2024-11-28T18:14:55.752000,-46.6328,-75.3802,4.2,10.0,8918
11912873,2024-11-28T17:53:12.276000,52.2177,-168.6193,3.7,10.0,19308
11913946,2024-11-28T16:28:45.577000,-14.8891,167.3486,4.4,124.184,279259
11913918,2024-11-28T14:39:52.823000,40.8989,143.215,4.4,36.128,154448
11906720,2024-11-28T11:49:40.660000,19.080667,-65.964833,3.13,24.03,51281
11906675,2024-11-28T08:37:10.661000,58.9386,-138.0401,3.2,10.0,3285
11906677,2024-11-28T08:31:06.405000,36.9025,136.3895,4.5,10.0,1026849
11906648,2024-11-28T06:57:54.780000,19.0665,-65.994667,3.36,25.35,43693
11906641,2024-11-28T06:42:28.140000,19.0655,-65.985333,3.3,20.85,43140
11906609,2024-11-28T05:01:24.151000,43.4408,-127.3681,3.1,10.0,41233
11913447,2024-11-28T05:01:03.972000,53.4302,-165.6733,3.7,60.272,5051027
11914632,2024-11-28T02:18:47.715000,42.4022,142.1734,4.1,108.444,45604
11906629,2024-11-28T02:11:37.104000,52.5601,-172.7256,4.1,128.499,759297
11906579,2024-11-28T01:52:30.359000,43.4651,-127.258,4.6,10.0,46549
11906559,2024-11-28T00:19:14.590000,19.388167,-155.246833,3.14,1.82,24330
11906564,2024-11-28T00:15:44.331000,-21.3285,-67.8505,4.0,205.408,5332
11906557,2024-11-28T00:15:37.896000,38.1755,-117.8159,3.1,12.4,123361
11906546,2024-11-27T23:27:07.496000,-20.0452,-71.5935,4.1,10.0,7787464
11906572,2024-11-27T20:55:51.040000,54.6525,-160.3138,3.9,44.57,57188
11906510,2024-11-27T20:31:40.824000,40.4137,77.8019,4.5,10.0,330712
11906496,2024-11-27T20:13:18.190000,19.084667,-64.798667,3.36,19.89,52032
11913623,2024-11-27T19:34:09.358000,-60.324,-47.466,4.2,10.0,99499
11913625,2024-11-27T19:13:16.340000,35.5553,141.1251,4.2,36.819,31
11906454,2024-11-27T18:26:40.027000,60.9327,-150.4624,3.2,55.9,168866
11906489,2024-11-27T16:44:50.100000,-24.106,-67.0766,4.3,178.291,6916
11906428,2024-11-27T15:59:17.847000,-60.3104,-47.598,5.2,10.0,238485
11906433,2024-11-27T15:46:01.607000,-14.4425,167.4038,4.4,179.538,138819
11906432,2024-11-27T15:32:53.854000,36.9429,136.4106,4.3,10.0,328532
11906421,2024-11-27T15:32:24.165000,24.0475,121.7131,4.6,45.962,10251914
11913457,2024-11-27T15:26:08.634000,-30.4816,-178.017,4.3,10.0,202953
11916658,2024-11-27T13:47:04.993000,14.2613,145.7332,4.3,113.464,440117
11906370,2024-11-27T12:09:53.794000,-35.7697,-73.2863,4.2,47.958,32881
11906355,2024-11-27T10:29:36.450000,20.067833,-154.422333,3.51,32.25,48319
11906405,2024-11-27T08:19:29.530000,-23.1012,-68.8631,4.2,112.827,182306
11917060,2024-11-27T06:01:22.433000,37.0071,136.3025,4.3,10.0,66895
11912301,2024-11-27T04:04:09.268000,36.8976,136.3065,4.3,10.0,176922
11912296,2024-11-27T03:41:04.626000,40.6229,141.9279,4.3,68.644,23767
11912287,2024-11-27T02:28:56.138000,37.1279,136.4009,4.4,10.0,60986
11912283,2024-11-27T01:53:54.720000,42.6311,144.4081,4.0,54.006,34946
11906150,2024-11-26T21:56:20.450000,18.767833,-67.288333,3.15,8.57,41591
11906138,2024-11-26T21:30:51.110000,18.0615,-67.222167,3.25,13.89,94826
11906548,2024-11-26T21:29:46.720000,-31.1168,-68.3478,4.5,103.816,5908
11906201,2024-11-26T21:28:18.570000,50.1788,179.7544,3.5,35.0,16139
11906057,2024-11-26T17:19:47.342000,37.0193,136.3818,4.9,10.0,419513
11915181,2024-11-26T16:48:15.134000,37.0084,136.4569,4.2,23.391,146678
11906016,2024-11-26T14:52:52.173000,37.014,136.4042,4.9,10.46,834054
11914912,2024-11-26T14:33:00.261000,36.9807,136.4093,4.2,17.001,125452
11906003,2024-11-26T14:13:50.847000,36.9736,136.3156,4.4,8.84,299237
11905991,2024-11-26T13:47:03.411000,36.9549,136.3653,6.1,8.0,10451232
11905975,2024-11-26T12:33:09.423000,-30.4554,-71.3521,5.1,47.097,8717411
11916671,2024-11-26T12:18:13.433000,41.1111,140.6858,4.8,123.122,269366
11905967,2024-11-26T10:27:23.673000,-21.5693,-68.5034,4.3,124.33,59009
11905962,2024-11-26T10:13:26.650000,18.6043,-68.6526,3.0,115.0,9747
11905964,2024-11-26T09:15:53.789000,-21.3473,-68.7008,4.3,122.296,6331706
11905938,2024-11-26T07:59:14.530000,19.5341,-65.3885,3.51,75.0,49275
11905931,2024-11-26T07:51:44.622000,55.8855,-153.8085,3.5,21.6,6057446
11905945,2024-11-26T07:20:59.700000,12.2437,-88.4324,4.3,20.144,8119
11905930,2024-11-26T07:06:05.090000,19.4788,-65.4561,3.7,83.0,45501
11905900,2024-11-26T04:31:21.640000,38.7149,142.1147,5.3,44.201,4137
11906271,2024-11-26T01:35:27.564000,-24.2716,-67.1486,4.3,191.096,8071
11905822,2024-11-25T21:59:32.084000,-30.5092,-72.0447,4.1,18.751,5096653
11905693,2024-11-25T18:42:15.117000,44.2913,79.8235,4.5,26.665,337507
11905605,2024-11-25T15:45:25.702000,-23.8697,-66.7781,4.3,211.603,3754
11905572,2024-11-25T14:10:27.219000,-15.1956,-172.9208,4.8,10.0,268849
11905535,2024-11-25T10:47:25.420000,17.942833,-66.798333,3.12,9.73,315064
11907700,2024-11-25T08:40:12.115000,-36.5056,-72.29,4.3,81.216,38654
