event_id,time_utc,latitude,longitude,magnitude,depth_km,max_amplitude_bhz,tsunami_flag_usgs
11835089,2024-04-30 22:23:32.334,51.8678,-171.5374,3.5,35.0,23261,0.0
11835025,2024-04-30 20:03:47.201,5.8512,126.7129,4.4,121.746,64212,0.0
11834992,2024-04-30 17:51:10.531,13.7994,-58.4107,5.1,9.635,731970,0.0
11838601,2024-04-30 17:18:59.143,52.5623,-166.9052,3.8,10.0,5014326,0.0
11845941,2024-04-30 15:47:58.782,-27.705,26.6482,4.4,5.0,123765,0.0
11834943,2024-04-30 15:44:52.052,5.0171,-76.0513,4.6,126.883,16607,0.0
11834966,2024-04-30 14:29:11.953,-23.7037,-67.1392,4.0,228.757,9423,0.0
11845897,2024-04-30 13:58:06.406,23.7022,121.525,4.7,16.961,705136,0.0
11834771,2024-04-30 07:28:03.546,-20.354,-173.276,5.1,10.0,65957,0.0
11834777,2024-04-30 07:23:25.712,-40.2661,174.1976,4.6,104.357,631853,0.0
11834770,2024-04-30 07:11:31.690,18.1626,-68.6491,3.96,151.0,282919,0.0
11834745,2024-04-30 05:42:06.229,44.6427,22.364,4.2,13.578,35373,0.0
11834728,2024-04-30 03:59:50.787,58.3674,-143.0432,3.2,10.0,11612,0.0
11834645,2024-04-29 23:38:14.304,43.5299,-127.472,3.5,10.0,48089,0.0
11834619,2024-04-29 22:24:17.950,5.1549,125.9794,4.4,84.307,68900,0.0
11834564,2024-04-29 20:22:12.054,51.4705,159.2032,4.7,49.129,611522,0.0
11834536,2024-04-29 19:23:49.790,26.0354,128.6182,4.4,10.0,120593,0.0
11839501,2024-04-29 17:51:07.409,-21.2797,-67.1753,4.2,188.151,3020,0.0
11834430,2024-04-29 16:21:46.288,24.0661,121.6656,4.2,24.534,3183606,0.0
11834417,2024-04-29 15:59:22.825,8.6702,126.6202,4.9,41.917,157126,0.0
11834371,2024-04-29 14:38:27.160,17.8463,-66.946,3.7,12.0,622327,0.0
11834395,2024-04-29 14:38:26.527,-10.2581,161.3838,4.8,86.985,561129,0.0
11834386,2024-04-29 14:30:03.710,19.0295,-64.769167,3.1,33.94,54079,0.0
