magnitude,depth,max_amplitude_bhz,tsunami,is_ocean,is_steep_slope
5.5,10.0,28003,0.0,1,1
4.1,56.894,20432,0.0,1,0
4.7,241.887,39198,0.0,0,1
4.6,148.4,117610,1.0,0,0
4.5,10.0,78489,0.0,0,0
3.3,10.0,25946,0.0,1,1
3.5,14.6,105799,0.0,0,0
4.1,10.0,431961,0.0,0,0
3.0,154.116,5067506,0.0,1,0
3.8,24.086,29468,0.0,1,1
4.4,36.43,148036,0.0,1,1
4.3,8.934,21071,0.0,0,0
3.39,12.47,40893,0.0,1,1
4.2,105.927,3792,0.0,0,0
3.0,30.86,42287,0.0,0,1
5.0,21.684,502520,0.0,1,1
4.4,270.013,9829,0.0,1,1
4.5,28.793,3120714,0.0,1,1
3.0,35.0,5069628,0.0,1,1
4.5,63.839,7099678,0.0,1,1
4.4,46.816,256317,0.0,1,0
3.0,43.5,10342,0.0,1,0
3.58,30.0,4357,0.0,1,1
4.1,118.432,7775562,0.0,0,1
4.4,64.721,14924,0.0,0,0
3.0,7.3975,1359,0.0,0,0
4.6,165.776,57223,0.0,0,1
4.0,35.0,62254,0.0,1,1
4.2,6.342,703039,0.0,1,1
3.4,35.0,78597,0.0,1,1
5.0,10.0,27063674,0.0,1,0
3.42,27.69,237330,0.0,1,1
3.1,125.806,15647,0.0,1,1
3.4,42.5,168424,0.0,0,0
3.5,10.323,23966,0.0,1,1
4.0,18.152,7673182,0.0,1,0
4.7,346.686,456405,0.0,1,0
3.4,6.3232,4890,0.0,0,0
4.1,90.456,312473,0.0,0,1
3.3,35.0,52877,0.0,1,1
4.0,49.809,157471,0.0,1,1
5.1,59.912,186750,0.0,1,1
4.3,10.0,47762,0.0,0,0
4.4,10.0,113188,0.0,1,1
3.3,6.0999,45002,0.0,0,0
3.32,32.36,234990,0.0,1,1
4.1,133.032,52943,0.0,0,1
4.3,20.211,5079248,0.0,1,1
4.9,93.914,709305,0.0,0,0
4.2,116.766,442287,0.0,0,0
3.3,176.345,12081,0.0,1,0
4.4,62.188,3214,0.0,0,0
4.6,56.516,3679,0.0,1,0
4.1,10.0,19429,0.0,1,1
3.6,40.1,97565,0.0,1,1
4.4,114.566,137115,0.0,0,1
3.1,91.129,13615,0.0,1,1
3.0,5.835,2819,0.0,0,0
3.3,3.767,4674,0.0,0,0
4.1,104.451,16311,0.0,0,0
4.4,89.798,50901,0.0,1,1
3.89,17.0,96786,0.0,1,1
4.2,117.516,57375,0.0,0,0
4.4,10.0,432823,0.0,0,0
4.5,84.19,5817205,0.0,1,0
4.0,116.266,174826,0.0,1,1
4.6,153.744,929006,0.0,1,1
3.1,8.3,4569740,0.0,0,0
4.6,10.0,17719,0.0,1,1
5.1,10.0,60436,0.0,1,1
3.2,88.729,5059832,0.0,1,0
4.8,10.0,82261,0.0,0,1
4.6,37.168,201427,0.0,1,1
4.5,34.766,308530,0.0,1,0
3.0,36.3,29635,0.0,0,1
4.5,134.995,28193,0.0,1,0
3.4,35.0,6666,0.0,1,1
3.42,20.74,65609,0.0,1,1
3.0,67.0,944064,0.0,1,0
3.6,158.788,25922,0.0,1,0
3.3,10.0,29199,0.0,1,1
4.6,50.024,94631,0.0,1,0
3.7,6.8561,34731,0.0,0,0
4.5,45.026,341255,0.0,1,1
4.2,179.961,2526,0.0,0,0
3.6,192.771,23842,0.0,1,1
4.7,2.1973,80755,0.0,0,0
3.4,35.0,5062544,0.0,1,1
4.2,55.089,306638,0.0,1,1
3.0,35.0,5061703,0.0,1,1
3.65,17.0,576009,0.0,1,1
4.2,12.424,453611,0.0,0,0
3.7,125.0,26502,0.0,1,0
4.1,31.637,7651,0.0,0,0
3.22,8.0,423005,0.0,0,1
4.6,10.0,1318268,0.0,1,1
3.3,50.47,21503,0.0,0,0
4.4,88.931,6148334,0.0,0,1
4.4,95.989,11903,0.0,0,0
4.8,13.429,54813,0.0,1,0
4.4,60.439,5817205,0.0,0,0
3.22,26.66,52813,0.0,1,1
3.4,55.1,90094,0.0,0,0
3.15,91.32,48920,0.0,1,1
3.3,129.2,24061,0.0,0,1
4.4,57.79,4327,0.0,1,0
3.63,12.99,1042810,0.0,0,0
4.8,6.452,7871554,0.0,1,1
3.2,130.0,55131,0.0,1,1
3.1,8.7,11571,0.0,1,0
3.07,6.41,32013,0.0,1,1
5.0,9.519,1421890,0.0,1,1
3.4,30.558,58353,0.0,1,1
3.21,10.8,40408,0.0,1,1
4.1,535.905,20566,0.0,0,0
4.4,76.137,19402,0.0,0,1
5.2,67.251,6874530,0.0,1,1
4.6,36.963,119602,0.0,0,1
4.7,38.654,22903,0.0,0,0
4.9,61.574,2065330,0.0,1,1
4.2,60.516,2874,0.0,1,0
4.1,51.96,67306,0.0,1,1
5.1,10.0,33593,0.0,1,0
4.3,144.257,232298,0.0,1,0
5.0,10.0,1030705,0.0,1,0
4.3,243.145,62018,0.0,1,1
4.2,63.684,58934,0.0,1,0
3.8,10.0,231095,0.0,1,0
3.41,22.13,96038,0.0,1,1
4.4,122.085,8960,0.0,0,0
5.0,10.0,2589146,0.0,0,0
4.0,57.509,360521,0.0,1,0
4.3,10.0,29822,0.0,1,1
3.3,4.2,4822,0.0,1,1
4.9,94.653,2846748,0.0,1,0
4.7,115.5,554314,0.0,0,1
4.1,24.662,2123132,0.0,1,1
4.1,166.853,38872,0.0,0,0
4.5,43.556,1272851,0.0,1,0
4.3,10.0,79659,0.0,1,1
4.3,10.0,67591,0.0,1,1
4.4,97.06,42505,0.0,0,0
3.34,37.54,50907,0.0,1,1
3.3,55.408,32926,0.0,1,1
3.8,17.4,1437699,0.0,0,0
4.2,65.33,90869,0.0,1,0
4.3,204.443,6004,0.0,0,0
4.8,64.396,167980,0.0,1,1
4.2,9.84,918895,1.0,1,0
3.0,6.4,4603,0.0,0,0
5.2,372.322,103535,0.0,1,1
4.4,33.037,505398,0.0,0,0
4.2,10.0,81511,0.0,1,0
4.8,10.0,284585,0.0,1,0
5.8,28.0,33548401,0.0,0,1
4.7,10.0,105933,0.0,1,1
3.3,10.0,42782,0.0,1,0
3.0,35.0,23476,0.0,1,1
3.9,6.1316,166401,0.0,0,0
5.1,62.664,292907,0.0,1,1
4.6,14.525,280792,0.0,1,1
5.0,15.935,42521,0.0,1,0
4.2,18.274,18153,0.0,0,0
4.2,19.632,165020,0.0,0,1
3.85,150.0,70265,0.0,1,0
4.3,10.0,63998,0.0,0,0
4.7,49.544,164310,0.0,1,1
3.6,36.77,92253,0.0,0,1
4.0,182.977,26517,0.0,1,1
3.82,45.0,58613,0.0,1,1
4.5,10.0,161407,0.0,1,1
4.4,94.258,560934,0.0,1,0
4.9,10.431,204015,0.0,1,1
4.4,7.944,1769092,0.0,0,1
3.5,5.47,470592,0.0,0,0
4.0,25.723,111384,0.0,1,0
3.0,11.6,1438400,0.0,0,0
4.9,33.866,5194014,0.0,1,1
4.3,24.213,73988,0.0,0,1
3.3,6.0999,28011,0.0,0,0
4.1,10.0,550320,0.0,0,1
3.5,45.4,1566753,0.0,0,0
4.4,75.426,169629,0.0,1,1
3.75,-0.04,303883,0.0,0,1
4.3,143.718,8083604,0.0,0,0
4.0,126.0,101089,1.0,1,0
4.6,101.829,94883,0.0,1,0
3.6,33.62,206488,0.0,1,1
4.81,17.93,1904670,1.0,1,0
3.7,5.355600000000001,10248,0.0,0,0
3.48,49.0,73214,0.0,1,1
3.11,46.08,33149,0.0,1,1
4.4,173.658,88647,0.0,1,0
4.3,130.445,4605,0.0,1,0
4.1,110.961,24691,0.0,0,0
4.5,10.0,1274116,0.0,1,1
4.6,49.857,155326,0.0,1,1
5.4,33.936,27649253,0.0,1,1
4.4,10.0,571540,0.0,1,1
4.1,10.0,19307,0.0,1,1
3.2,222.346,23349,0.0,1,1
3.0,32.79,28134,0.0,0,1
4.2,172.256,2670,0.0,0,0
4.6,119.695,50605,0.0,1,1
4.9,56.074,32200345,0.0,1,0
3.4,46.0,89394,0.0,1,1
4.3,155.452,278291,0.0,1,0
3.43,22.87,55466,0.0,1,1
3.22,29.95,59274,0.0,1,1
3.0,160.3,6751,0.0,0,0
4.6,37.987,292542,0.0,0,1
3.1,10.0,3761,0.0,1,0
4.3,34.149,1979,0.0,0,0
3.1,10.0,23606,0.0,1,0
4.9,10.0,1367551,0.0,0,0
4.7,10.0,487434,0.0,0,0
4.1,80.665,27612,0.0,0,0
3.0,8.1882,5349,0.0,0,0
4.7,10.0,204599,0.0,1,1
4.1,60.759,454212,0.0,1,1
4.4,206.51,15400,0.0,1,1
4.5,27.518,16525,0.0,0,1
4.3,10.25,2092763,0.0,1,1
4.6,92.374,82535,0.0,1,1
4.4,10.0,320449,0.0,1,0
4.1,1.171,18209,0.0,0,0
4.3,140.027,54289,0.0,1,0
3.0,35.0,7616,0.0,1,1
3.22,11.05,11657,0.0,0,0
3.2,5.73,19485,0.0,0,0
4.4,89.815,184259,0.0,0,0
3.2,32.8,18118,0.0,0,1
4.3,82.863,38687,0.0,1,1
4.5,10.0,8509,0.0,1,0
4.3,10.0,26970,0.0,1,0
3.6,10.0,23230,0.0,1,1
5.8,32.0,4607525,0.0,0,0
4.3,215.146,3019,0.0,0,0
3.2,2.8123,3291,0.0,0,0
4.7,15.28,1066050,1.0,0,0
4.3,10.0,313445,0.0,1,1
4.3,6.705,75060,0.0,1,0
5.68,36.99,10541922,0.0,0,1
4.2,384.728,6355,0.0,1,1
3.5,4.415,4672079,0.0,0,0
4.4,134.179,442659,0.0,1,1
3.3,23.28,85076,0.0,1,1
4.6,41.588,138051,0.0,1,0
4.4,91.111,5817205,0.0,0,0
4.5,10.0,20557,0.0,1,1
4.2,24.964,49558,0.0,0,0
6.1,13.0,6111535,0.0,1,0
3.24,52.16,98727,0.0,1,1
4.0,43.304,2274,0.0,1,0
3.18,57.85,74848,0.0,1,1
4.3,530.677,10936,0.0,1,1
4.5,167.587,5817205,0.0,1,0
3.4,90.9,37257,0.0,1,0
3.1,35.0,22267,0.0,1,1
3.3,53.879,17116,0.0,1,1
3.4,10.5889,5237,0.0,0,0
4.5,83.392,47195,0.0,1,1
3.43,53.95,51728,0.0,1,1
3.2,6.6714,12758,0.0,0,0
3.5,16.2,1383750,0.0,0,0
3.2,93.5,67747,0.0,0,0
4.1,101.813,7913364,0.0,0,0
4.3,10.0,27603696,0.0,1,1
3.73,57.0,85429,0.0,1,1
4.6,10.0,30008,0.0,1,1
3.1,35.0,169705,0.0,1,0
4.3,10.0,663933,0.0,0,0
3.3,3.2,68484,0.0,0,0
3.0,52.433,21807,0.0,1,0
4.1,146.063,231925,0.0,0,1
4.8,10.0,20224,0.0,1,0
3.81,85.0,278172,0.0,0,0
4.5,44.39,2576,0.0,1,0
3.1,15.632,3488,0.0,1,1
4.4,77.318,3496113,0.0,0,0
3.1,3.5948,3291,0.0,0,0
4.0,7.4,38573,0.0,1,0
3.7,64.099,7451464,0.0,0,0
4.6,76.5,347770,0.0,1,1
3.0,4.58,131910,0.0,0,0
4.0,96.115,83811,0.0,1,1
4.5,120.427,7856322,0.0,0,1
4.1,27.606,236381,0.0,0,0
4.3,173.355,5014,0.0,0,0
4.2,10.0,380862,0.0,0,1
4.3,10.0,135184,0.0,1,1
4.4,81.656,43896,0.0,0,0
4.3,48.14,30211,0.0,1,0
3.0,78.1,41249,0.0,0,0
5.0,65.696,550090,0.0,1,0
4.4,35.0,122027,0.0,1,0
4.5,35.0,83655,0.0,1,1
5.1,10.0,1051387,0.0,1,0
4.4,10.0,10452,0.0,1,0
4.4,10.0,1266504,0.0,1,0
3.8,13.899,48028,0.0,0,0
4.3,54.662,18485,0.0,1,1
4.6,10.773,37963,0.0,1,0
5.1,52.252,848819,0.0,0,1
5.1,66.235,1424637,0.0,1,0
4.3,99.036,33675,0.0,1,1
4.3,144.228,1753178,0.0,0,0
4.3,165.064,54153,0.0,0,1
3.1,108.801,10412,0.0,1,0
4.1,10.0,95340,0.0,0,1
3.3,2.3,51342,0.0,0,0
4.0,10.0,22121,0.0,0,0
3.3,10.0,25634,0.0,0,0
3.3,10.0,66023,0.0,1,0
4.3,35.0,5560,0.0,1,0
3.3,48.35,162094,0.0,1,1
4.2,64.767,74069,0.0,0,0
3.3,51.519,33612,0.0,1,1
4.9,86.573,28592,0.0,0,1
3.2,57.3,32587,0.0,0,0
3.4,11.04,649304,0.0,0,0
5.0,38.559,72683,0.0,1,0
4.1,10.0,96861,0.0,1,0
4.5,10.0,23840,0.0,1,1
3.9,10.0,50958,0.0,1,0
3.2,157.2,13552,0.0,0,0
4.0,7.19,116314,0.0,0,0
4.3,3.636,736785,0.0,0,1
3.15,2.08,28100,0.0,0,0
4.5,10.0,9215,0.0,1,0
3.9,17.899,290080,0.0,1,1
4.2,8.37,88937,0.0,0,0
4.2,111.464,70269,0.0,0,0
4.7,121.898,30867,0.0,0,0
3.1,13.24,52609,0.0,1,1
4.0,180.018,916530,0.0,1,1
3.1,69.2,22438,0.0,1,0
4.1,151.984,17667,0.0,0,0
4.6,13.589,205917,0.0,1,1
3.5,0.0,5097,0.0,0,0
5.4,64.209,27168784,0.0,1,0
4.1,90.741,5817205,0.0,1,1
4.8,113.669,8032821,0.0,0,1
4.2,150.442,10526,0.0,0,0
4.4,88.15,115167,0.0,1,1
4.9,10.0,1330995,0.0,0,0
3.0,61.7,15379,0.0,1,0
4.4,70.09,40983,0.0,1,1
3.1,11.7,12739,0.0,1,0
4.4,10.0,3492337,0.0,1,0
3.1,5.9516,31879,0.0,0,0
4.2,193.456,35195,0.0,1,0
4.5,71.748,93526,0.0,1,1
3.2,35.0,11938,0.0,1,1
4.5,253.297,4148,0.0,0,1
4.5,26.919,635296,0.0,1,1
3.5,10.0,64338,0.0,1,1
3.0,11.0,7084659,0.0,0,0
4.9,10.0,823151,0.0,0,1
3.4,59.8,7086815,0.0,0,0
4.5,35.0,206321,0.0,1,1
3.56,1.8,230690,0.0,0,1
4.2,24.057,5817205,0.0,0,0
3.11,15.07,52150,0.0,1,1
5.06,3.0,249413,0.0,0,0
4.6,30.361,12761,0.0,0,1
4.4,45.78,73892,0.0,1,1
3.07,7.81,1568838,0.0,1,1
3.9,14.02,58787,0.0,0,0
3.68,77.0,248998,0.0,1,1
4.4,87.19,33448,0.0,1,1
4.8,90.268,5616047,0.0,0,1
4.6,42.592,373180,0.0,1,0
3.2,-0.28,75138,0.0,1,1
3.0,247.3,26352,0.0,1,1
3.0,9.44,18988294,0.0,1,0
4.5,60.425,31957,0.0,1,1
4.8,81.554,97811,0.0,1,1
3.0,9.2,11290,0.0,1,1
4.4,10.0,699994,0.0,1,0
4.8,10.0,953650,0.0,1,1
4.5,53.005,3525,0.0,1,0
4.4,10.0,1072322,0.0,0,0
4.5,10.0,55899,0.0,1,0
3.5,39.5,7087129,0.0,0,1
3.7,29.148,27206,0.0,1,1
4.6,122.868,1777230,0.0,0,1
4.01,73.0,289531,0.0,1,1
4.3,30.004,44749,0.0,1,1
3.02,9.42,106876,0.0,1,1
4.7,19.815,183922,0.0,1,1
5.1,59.363,567821,0.0,1,1
3.33,4.9,18990694,0.0,0,0
5.0,10.0,244313,0.0,1,1
3.4,35.0,9618,0.0,1,1
4.5,144.084,57385,0.0,0,1
3.2,8.143,28116,0.0,0,0
3.0,10.0,2075991,0.0,0,0
4.3,160.399,1477717,0.0,1,1
4.2,65.904,33837,0.0,1,0
4.2,7.729,49483,0.0,1,0
3.2,2.05,60272,0.0,0,1
4.0,5.0,112980,0.0,0,0
4.2,85.563,45185,0.0,1,1
3.1,13.6,331721,0.0,0,0
4.9,51.256,380934,0.0,1,1
4.5,62.09,448353,0.0,0,1
3.1,35.0,4626,0.0,1,1
3.84,102.0,48493,0.0,1,1
4.3,61.716,36882,0.0,0,1
3.75,5.0,146369,0.0,1,1
3.8,54.9,3583500,0.0,1,0
3.08,16.21,103740,0.0,0,1
4.1,10.0,36647,0.0,1,1
4.9,47.494,1431897,0.0,1,0
5.5,10.0,61508,0.0,1,0
3.2,104.275,19972,0.0,0,1
3.0,73.51,4671522,0.0,1,1
3.24,48.42,32088,0.0,1,1
5.0,10.0,271727,0.0,0,1
3.39,6.32,32563,0.0,1,1
3.1,44.0,5045006,0.0,1,1
4.6,9.606,154803,0.0,1,0
3.09,17.0,108510,0.0,0,0
5.3,10.249,34167,0.0,1,0
5.8,114.722,4228943,1.0,1,1
3.0,92.8,10825,0.0,0,0
4.7,10.0,130666,0.0,0,0
3.23,10.17,50063,0.0,1,1
3.0,35.0,20180,0.0,1,1
4.3,10.0,7370894,0.0,1,1
4.2,186.192,18081,0.0,1,0
3.0,6.234,6429,0.0,0,0
4.5,115.921,7782868,0.0,0,1
4.1,136.487,7813203,0.0,0,1
3.3,54.102,5046905,0.0,1,1
3.5,51.0,298806,0.0,1,1
3.3,3.4,107810,0.0,0,0
4.5,95.006,7395469,0.0,0,0
3.4,184.092,19885,0.0,1,1
4.4,256.042,6904,0.0,0,0
3.0,13.2,100381,0.0,0,1
4.3,27.616,1554,0.0,0,0
3.22,18.28,38880,0.0,1,1
4.2,10.0,5314,0.0,1,0
3.1,55.058,141774,0.0,1,1
4.4,10.0,73832,0.0,1,1
5.4,10.0,1903595,0.0,1,0
4.0,151.045,10631,0.0,0,0
4.2,11.047,259913,0.0,1,1
5.0,10.0,441497,0.0,1,0
4.4,41.556,13889,0.0,0,1
4.3,13.324,2073336,0.0,0,0
3.5,10.0,3373,0.0,0,0
4.4,153.812,11215800,0.0,1,0
4.9,9.072,16716205,0.0,0,0
4.3,156.698,5568,0.0,0,0
3.2,10.505,21002,0.0,1,0
3.2,116.2,2521148,0.0,1,1
3.0,149.5,177131,0.0,1,0
3.8,10.0,152105,0.0,1,1
4.3,155.956,3081289,0.0,0,0
3.3,35.0,2354284,0.0,1,1
4.3,8.955,204904,0.0,0,0
4.3,33.96,156682,0.0,1,0
4.5,44.204,1325748,0.0,1,1
3.2,35.0,151932,0.0,1,1
4.6,75.089,7389059,0.0,0,0
3.5,51.208,26523,0.0,1,1
4.8,174.895,22167,0.0,0,0
4.3,154.182,1656722,0.0,1,0
3.3,109.8,42019,0.0,0,1
4.3,59.316,37540,0.0,1,0
4.9,130.134,721472,0.0,0,1
4.4,140.465,176900,0.0,1,0
3.51,28.0,65475,0.0,1,1
4.7,35.0,13492620,0.0,1,1
3.1,34.827,148481,0.0,0,0
4.7,10.0,98254,0.0,1,1
4.0,340.667,32718,0.0,1,0
4.6,48.913,5817205,0.0,0,0
4.3,72.624,637301,0.0,1,0
4.5,37.116,534196,0.0,1,1
4.5,10.0,658011,0.0,1,1
5.3,14.482,90202,0.0,1,1
3.68,16.0,281707,0.0,1,1
4.4,188.025,32466,0.0,0,0
4.9,66.468,163025,0.0,1,1
3.9,10.0,49296,0.0,1,0
3.3,11.163,10332,0.0,1,1
4.5,64.217,80313,0.0,1,0
3.1,10.1,315003,0.0,0,0
4.4,43.255,3218367,0.0,1,1
4.4,39.019,23534,0.0,1,1
3.14,6.43,18973261,0.0,0,0
3.17,13.9,45859,0.0,1,1
3.4,8.06,44864,0.0,1,1
4.0,35.0,213266,0.0,1,1
3.4,35.0,22829,0.0,1,1
3.5,10.0,6943,0.0,1,1
5.2,10.0,6105063,0.0,1,1
4.7,10.0,186267,0.0,1,0
5.1,78.904,9710612,0.0,0,0
3.0,35.0,24252,0.0,1,1
4.2,10.616,3918,0.0,1,1
3.3,35.0,4003,0.0,1,0
4.8,61.728,27715362,0.0,1,0
3.6,33.6,119668,0.0,0,1
5.2,51.049,438087,0.0,1,1
3.8,66.618,57364,0.0,1,1
3.3,51.819,55460,0.0,1,1
4.3,143.52,7768973,0.0,0,1
4.2,10.0,41805,0.0,1,1
4.0,467.009,39847,0.0,1,1
4.5,104.057,1460841,0.0,0,0
3.2,106.677,201544,0.0,1,0
4.7,196.594,42509,0.0,0,0
3.21,12.81,105012,0.0,1,1
3.9,25.585,7770732,0.0,1,1
3.1,35.0,11380,0.0,1,1
3.14,8.13,50037,0.0,1,1
3.11,5.0,5953,0.0,0,0
4.2,74.005,20595,0.0,1,1
3.64,137.0,605343,0.0,0,1
3.2,76.9,61731,0.0,0,0
3.4,10.5,10114,0.0,0,0
3.4,32.43,31949,0.0,0,1
3.18,10.34,63377,0.0,1,1
4.1,154.702,1548499,0.0,1,1
4.9,183.292,401335,0.0,1,0
4.4,10.0,115452,0.0,0,0
4.0,553.226,20564,0.0,1,1
4.6,35.982,5817205,0.0,0,0
3.3,33.446,23963,0.0,1,1
4.2,137.228,3961143,0.0,1,1
4.1,10.0,736778,0.0,0,0
3.2,13.977,19585,0.0,1,1
3.76,34.0,110801,0.0,1,1
3.1,59.7,39416,0.0,0,0
4.3,8.769,115452,0.0,1,0
4.0,202.984,728712,0.0,1,1
4.2,10.0,7997322,0.0,1,1
3.9,37.295,25696,0.0,1,0
4.8,48.742,5666328,0.0,1,0
4.4,10.0,13044,0.0,1,1
3.0,74.5,17799,0.0,1,0
3.5,5.286,197973,0.0,1,1
3.06,22.1,197541,0.0,0,1
4.4,57.73,54070,0.0,1,0
4.6,16.67,199822,0.0,1,1
5.1,10.0,100502,0.0,0,0
3.4,66.5,160608,0.0,0,0
3.9,35.0,56221,0.0,1,1
4.1,44.188,3074450,0.0,1,1
3.14,80.1,44468,0.0,0,1
3.1,11.63,10987,0.0,1,1
4.5,10.889,7633332,0.0,1,1
4.5,117.033,7857979,0.0,0,1
4.7,25.587,14763929,0.0,0,1
3.3,10.0,6919,0.0,1,1
3.8,389.012,9370,0.0,1,1
3.1,39.45,73355,0.0,1,1
3.0,9.089,19519,0.0,1,1
4.4,69.431,101660,0.0,0,1
4.5,69.326,4591168,0.0,1,0
3.69,131.0,781313,0.0,0,1
5.2,45.002,5817205,0.0,0,0
3.21,8.79,52917,0.0,1,1
3.6,35.0,21068,0.0,1,1
4.1,10.0,5948,0.0,1,0
3.3,44.0,50372,0.0,0,0
3.57,5.77,18885,0.0,0,0
3.26,7.91,302670,0.0,0,0
4.0,99.927,115752,0.0,0,0
3.6,10.0,260533,0.0,1,1
4.2,158.089,1093802,0.0,1,1
3.05,32.65,68699,0.0,0,1
3.1,27.786,199314,0.0,1,1
3.36,20.4,34147,0.0,1,1
3.3,18.88,30271,0.0,0,0
3.06,13.22,153259,0.0,1,1
4.5,141.697,498556,0.0,1,1
4.6,10.9,2986400,1.0,0,0
4.4,89.143,77871,0.0,1,1
4.6,9.022,41843,0.0,0,0
3.9,82.0,36256,0.0,0,0
4.9,18.018,2889525,0.0,1,1
3.0,10.0,20342,0.0,1,1
3.6,46.403,221725,0.0,1,1
3.5,52.553,161712,0.0,1,1
3.33,127.59,63659,0.0,0,1
4.1,77.04,26366,0.0,1,1
3.1,15.3,7649,0.0,1,0
4.5,45.182,1759126,0.0,1,1
3.0,35.0,26729,0.0,1,1
4.1,116.591,375955,0.0,0,1
3.27,5.46,18973778,0.0,0,0
3.1,9.5,8862,0.0,0,0
3.55,119.0,33485,0.0,0,1
3.4,10.0,18095,0.0,1,0
4.6,13.312,1087905,0.0,1,0
4.5,129.261,69537,0.0,0,0
4.1,10.0,33984,0.0,1,1
4.5,10.0,71444,0.0,1,1
4.4,65.803,5817205,0.0,0,0
4.3,122.072,8224540,0.0,0,0
4.2,10.0,94074,0.0,0,1
4.5,35.0,326254,0.0,1,0
4.1,14.051,25146,0.0,0,0
4.5,150.796,46109,0.0,1,0
4.7,10.0,107329,0.0,0,0
3.2,60.9,35286,0.0,1,1
4.2,51.09,5817205,0.0,0,0
3.1,35.0,4660,0.0,1,1
4.2,59.382,16450,0.0,1,0
3.05,5.92,66790,0.0,1,1
3.12,88.16,98167,0.0,1,1
3.2,19.4,10969,0.0,1,1
5.3,10.0,20548,0.0,1,0
3.4,91.9,47134,0.0,0,0
4.7,10.0,1434674,0.0,1,0
4.3,105.842,940598,0.0,1,1
4.4,35.0,349400,0.0,1,0
3.1,10.0,6481,0.0,1,1
4.5,68.131,433949,0.0,1,1
3.03,10.0,13008,0.0,0,0
4.2,59.353,210136,0.0,1,1
4.2,72.586,17813,0.0,1,0
5.6,48.0,8927297,0.0,1,0
3.5,6.09,717355,0.0,1,1
5.3,47.649,11395,0.0,1,0
4.3,159.68,10014,0.0,0,0
3.1,137.387,13262,0.0,1,0
4.5,25.004,206458,0.0,1,1
3.3,12.037,40697,0.0,1,0
4.0,10.0,19082,0.0,1,1
3.1,86.063,20204,0.0,0,1
4.6,10.0,99609,0.0,1,1
3.8,6.0,52422,0.0,1,0
3.2,53.4,32457,0.0,1,0
3.0,10.0,2774,0.0,1,0
3.65,10.0,3787995,0.0,0,1
3.0,211.958,20463,0.0,1,1
3.31,31.8,57711,0.0,0,1
3.2,35.0,145773,0.0,1,1
3.3,5.74,9407,0.0,1,0
4.2,59.082,2364225,0.0,1,0
3.2,0.1,5459,0.0,1,1
3.5,1.0,18619,0.0,0,0
3.3,10.0,16642,0.0,1,1
3.4,35.0,36143,0.0,1,1
4.0,199.261,16401,0.0,0,0
3.3,4.65,58722,0.0,0,1
3.84,17.0,621573,0.0,1,1
4.7,24.888,63164,0.0,1,1
4.0,152.662,5160,0.0,0,1
3.89,128.0,279707,0.0,1,1
4.3,128.255,1841112,0.0,1,1
3.0,10.0,3299,0.0,0,0
4.9,63.337,1820961,0.0,1,0
4.4,10.0,208623,0.0,0,0
3.0,89.259,35199,0.0,0,0
3.0,5.0,3766,0.0,0,0
5.6,44.0,9347,0.0,1,0
4.8,162.274,1514350,0.0,1,0
4.6,63.273,104656,0.0,1,0
3.3,9.0,595114,0.0,1,1
4.3,7.897,44097,0.0,0,0
3.9,101.6,364305,0.0,0,0
4.4,336.856,5817205,0.0,1,0
5.4,17.448,1674817,0.0,0,0
5.0,12.529,7874195,0.0,1,1
4.1,201.519,373763,0.0,1,0
3.0,0.0,14343,0.0,0,0
4.6,151.761,171235,0.0,1,1
3.3,40.3,5500,0.0,1,1
4.1,36.36,3557391,0.0,1,1
4.6,48.32,3235,0.0,1,0
5.3,110.208,7956191,0.0,0,1
4.6,26.798,44231,0.0,1,1
4.2,10.0,13806,0.0,0,0
4.6,10.0,26787397,0.0,1,0
4.1,122.462,7707772,0.0,0,0
4.1,20.0,30324,0.0,1,1
4.2,34.57,214244,0.0,1,1
4.6,37.858,303592,0.0,1,1
4.3,43.912,389587,0.0,1,1
4.3,8.808,68260,0.0,0,0
4.2,310.691,362621,0.0,1,0
3.4,29.04,40178,0.0,1,1
4.09,16.339,66881,0.0,0,0
4.9,20.494,680177,0.0,1,1
4.4,10.0,100390,0.0,1,1
3.3,10.0,4205,0.0,1,0
4.3,279.821,173528,0.0,1,0
4.4,122.374,60366,0.0,1,0
5.1,14.154,8317365,0.0,1,1
5.0,10.0,384716,0.0,1,1
4.4,45.883,348054,0.0,1,1
4.4,39.711,5063712,0.0,1,1
3.9,19.0,281307,0.0,1,1
3.4,87.6,87071,0.0,1,0
4.4,4.346,68869,0.0,0,0
4.2,10.0,6159,0.0,1,1
4.3,10.0,1339304,0.0,1,1
4.1,137.341,3438275,0.0,0,1
4.3,35.728,39496,0.0,1,1
4.3,52.704,397931,0.0,0,0
3.53,31.0,34947,0.0,1,1
5.0,10.565,1294771,0.0,1,1
4.5,150.0,631241,0.0,1,1
3.39,87.81,96224,0.0,1,1
4.5,10.886,226157,0.0,1,0
4.2,49.356,1893948,0.0,0,1
4.5,111.05,7859411,0.0,0,1
3.3,7.0,234391,0.0,1,1
4.7,10.0,74559,0.0,1,0
3.1,10.0,27618,0.0,1,1
3.9,10.0,25835,0.0,1,0
4.3,69.824,613489,0.0,1,1
4.4,177.41,10569,0.0,0,0
4.1,418.462,15328,0.0,1,0
3.5,0.0,10397,0.0,0,0
3.47,118.0,31398,0.0,1,1
4.5,39.154,13696,0.0,0,0
4.4,53.219,3562,0.0,1,0
