event_id,time_utc,latitude,longitude,magnitude,depth_km,max_amplitude_bhz,tsunami_flag_usgs,is_ocean,is_steep_slope
11798255,2024-01-31 23:43:17.478,12.6093,-89.2963,4.6,45.259,22045,0.0,1,1
11798235,2024-01-31 23:07:12.081,37.3723,136.7898,4.2,8.748,309567,0.0,0,0
11800955,2024-01-31 21:38:28.230,-23.0039,-66.4105,4.5,228.041,14259,0.0,0,0
11798003,2024-01-31 19:21:27.249,41.3442,78.7416,4.1,10.0,774822,0.0,0,1
11800763,2024-01-31 17:05:57.676,14.0821,145.7731,4.2,91.253,2323276,0.0,1,1
11807967,2024-01-31 15:43:40.280,51.7706,-175.9004,3.0,74.112,125049,0.0,1,1
11798190,2024-01-31 14:32:43.664,51.1663,-178.9465,3.7,35.0,136378,0.0,1,1
11797804,2024-01-31 14:23:20.120,19.385167,-155.275833,3.5,0.95,92667,0.0,0,1
11797718,2024-01-31 11:57:27.200,18.175,-68.1966,3.64,77.0,53181,0.0,1,0
11797677,2024-01-31 10:05:04.404,12.2378,143.5884,4.8,34.731,1396627,0.0,1,1
11798187,2024-01-31 09:25:27.958,51.4363,179.253,4.0,30.003,139769,0.0,1,1
11797653,2024-01-31 08:22:44.500,19.0866,-65.0063,3.81,4.0,84709,0.0,1,1
11801399,2024-01-31 07:24:33.428,35.3892,141.7498,4.5,22.749,26,0.0,1,1
11797603,2024-01-31 04:25:26.609,-20.9376,-70.4645,4.6,61.666,8453578,0.0,1,1
11799185,2024-01-31 04:25:00.973,-21.2467,-67.658,4.1,227.965,14155,0.0,0,0
11810284,2024-01-31 03:29:33.255,-8.7093,159.2878,4.1,112.382,78775,0.0,1,0
11799664,2024-01-30 23:41:40.229,12.6353,-89.2879,4.2,35.0,14437,0.0,1,1
11797324,2024-01-30 17:58:05.570,19.193333,-155.492833,3.28,36.0,65971,0.0,0,1
11797298,2024-01-30 16:27:00.010,19.19,-64.9718,4.6,28.0,940290,0.0,1,1
11806773,2024-01-30 15:52:25.464,54.7527,-161.5831,3.0,50.946,47246,0.0,1,0
11797215,2024-01-30 10:36:39.286,11.5162,-87.0597,4.7,35.0,3487359,0.0,1,1
11797192,2024-01-30 08:43:06.770,19.226,-66.5985,3.31,14.88,47681,0.0,1,1
11797171,2024-01-30 06:27:35.452,37.1919,-104.7612,3.0,8.605,3781,0.0,0,0
11797166,2024-01-30 06:15:18.818,61.7278,-148.5574,3.9,9.0,7088914,1.0,0,0
11797123,2024-01-30 03:49:58.761,61.4042,-150.6873,3.5,57.4,86139,0.0,0,0
11797085,2024-01-30 02:13:23.718,57.2247,-156.5604,3.5,4.9,103675,0.0,0,0
11799032,2024-01-30 01:44:58.323,41.2507,78.7223,4.3,10.0,631018,0.0,0,0
11807303,2024-01-30 00:47:04.017,-14.6332,-172.5177,4.7,10.0,396775,0.0,1,0
11806449,2024-01-29 23:52:53.721,52.6501,-168.7572,3.1,35.0,162416,0.0,1,1
11797030,2024-01-29 22:42:33.462,44.4448,-130.0654,4.0,10.0,55553,0.0,1,0
11797004,2024-01-29 22:27:41.948,41.1985,78.6388,5.7,10.0,25023243,0.0,0,0
11796983,2024-01-29 21:38:33.921,13.5419,-88.6575,4.5,183.251,45670,0.0,0,0
11796954,2024-01-29 20:37:30.395,-31.4819,-69.2746,4.3,111.732,116999,0.0,0,1
11796939,2024-01-29 20:03:05.077,35.3911,141.2952,4.8,28.066,17,0.0,1,1
11796925,2024-01-29 20:00:52.820,19.245,-64.954,4.9,10.0,1441362,0.0,1,1
11797081,2024-01-29 19:14:45.632,66.7791,-135.6944,3.8,10.0,14226,0.0,0,0
11796885,2024-01-29 15:58:25.218,51.3238,-177.8437,4.0,52.912,295453,0.0,1,1
11806437,2024-01-29 15:50:01.437,53.5236,-166.2252,3.0,53.614,156662,0.0,1,1
11796825,2024-01-29 15:19:18.799,41.9718,142.3464,4.5,64.566,655953,0.0,1,0
11806439,2024-01-29 14:29:49.195,54.5118,-162.4841,3.0,81.342,23378,0.0,1,0
11796753,2024-01-29 14:20:47.667,64.4811,-146.965,3.4,9.4,7087843,0.0,0,0
11796800,2024-01-29 13:26:19.072,-22.8753,-68.0994,4.1,147.783,61882,0.0,0,1
11796997,2024-01-29 13:08:59.950,31.376,-114.259,3.14,5.96,12220,0.0,1,0
11799628,2024-01-29 12:06:49.363,6.3936,123.9331,4.2,546.964,19502,0.0,1,1
11796715,2024-01-29 09:26:50.940,18.6471,-68.6985,3.91,116.0,282901,0.0,0,0
11796717,2024-01-29 09:22:24.090,18.927,-65.5478,3.65,13.0,67556,0.0,1,1
11806211,2024-01-29 07:26:01.435,52.2679,-173.3845,3.3,114.8,30390,0.0,1,1
11796704,2024-01-29 05:35:11.056,65.6146,-165.275,3.3,5.9,7087140,0.0,0,0
11796673,2024-01-29 04:30:56.850,19.282,-154.921494,3.1,39.529999,51903,0.0,1,1
11798442,2024-01-29 01:49:38.496,-22.6246,-69.159,4.1,119.309,39099,0.0,0,0
11796604,2024-01-29 00:03:00.095,39.4074,-119.6995,3.5,8.8,9298,0.0,0,0
11796583,2024-01-28 22:40:56.700,19.2738,-64.6741,3.8,41.0,93756,0.0,1,1
11796526,2024-01-28 20:47:54.230,-23.9961,-66.8167,4.2,204.353,15871,0.0,0,0
11796412,2024-01-28 18:11:23.160,23.6212,121.3245,5.1,7.2,16757154,0.0,0,1
11796391,2024-01-28 16:56:45.693,64.4865,-146.9258,4.1,10.7,8005492,0.0,0,0
11806620,2024-01-28 12:18:41.256,64.9443,-173.2484,3.1,15.9,4010,0.0,0,0
11796338,2024-01-28 12:07:40.570,33.130667,-115.627,3.05,9.28,980668,0.0,1,0
11796334,2024-01-28 11:58:57.108,31.668,-104.373,3.1,6.1316,91992,0.0,0,0
11796306,2024-01-28 09:52:20.268,41.486,78.3344,4.4,10.0,243875,0.0,0,0
11796314,2024-01-28 09:23:23.311,40.6984,15.4246,4.1,10.0,20071,0.0,0,0
11796284,2024-01-28 07:35:56.837,-39.5464,-72.4597,4.4,87.794,7621749,0.0,0,0
11796265,2024-01-28 05:55:52.608,11.3085,-86.1664,4.6,74.783,4243203,0.0,1,0
11796197,2024-01-28 03:52:49.610,19.4057,-61.745,4.5,10.0,32756,0.0,1,1
11796136,2024-01-27 23:59:29.184,35.5331,139.9558,5.1,70.051,5817205,0.0,1,0
11796128,2024-01-27 23:21:00.166,-22.0823,-68.7329,4.2,118.139,18452,0.0,0,1
11799095,2024-01-27 22:42:55.447,8.5116,126.2647,4.1,58.716,15341,0.0,0,1
11799100,2024-01-27 22:33:05.905,-20.7912,-173.6034,4.3,10.0,14013,0.0,1,1
11796102,2024-01-27 22:04:18.480,18.8956,-64.4781,3.69,24.0,61209,0.0,1,1
11796106,2024-01-27 22:01:54.789,62.4643,-43.6335,4.4,10.0,28032,0.0,0,0
11796099,2024-01-27 21:51:30.427,12.9353,-88.5583,4.2,68.112,539648,0.0,1,0
11796091,2024-01-27 21:34:21.660,19.390667,-155.274167,3.03,2.07,30396,0.0,0,1
11796076,2024-01-27 20:39:00.921,32.1414,-93.3221,3.6,8.879,41773,0.0,0,0
11800497,2024-01-27 19:05:24.233,8.4119,126.8917,4.5,54.684,51933,0.0,1,1
11807942,2024-01-27 18:45:25.411,5.0869,125.5611,4.5,181.731,20404,0.0,1,1
11796071,2024-01-27 16:44:27.578,-14.9799,167.3402,4.5,119.519,733143,0.0,1,0
11795941,2024-01-27 09:03:04.049,41.2136,78.6377,5.0,10.0,1553998,0.0,0,0
11795900,2024-01-27 05:55:34.661,-19.8499,-69.364,4.1,77.321,7844500,0.0,0,1
11795899,2024-01-27 05:52:48.423,14.0652,-90.619,6.1,90.0,1574012,0.0,0,0
11802685,2024-01-27 05:29:26.103,42.3798,80.3352,4.3,10.0,66718,0.0,0,0
11795903,2024-01-27 05:28:45.074,38.7612,70.392,4.5,16.13,91862,0.0,0,0
11799029,2024-01-27 04:15:42.385,53.0558,172.0292,4.3,10.0,34505,0.0,1,1
11798981,2024-01-27 01:47:26.626,-6.2994,120.2286,4.2,10.0,174308,0.0,1,0
11800494,2024-01-27 00:25:56.032,36.4179,141.261,4.3,34.404,2949,0.0,1,0
11795709,2024-01-26 21:28:13.530,38.791167,-122.7575,4.18,2.78,135578,0.0,0,0
11799151,2024-01-26 21:18:33.487,26.204,-110.5173,4.1,10.0,4839,0.0,1,0
11807096,2024-01-26 19:44:10.666,37.443,141.9884,4.3,32.123,7211,0.0,1,0
11795649,2024-01-26 18:31:45.109,-21.8097,-68.6473,4.4,128.138,18173,0.0,0,0
11795546,2024-01-26 15:00:25.278,39.3284,15.3318,4.4,272.127,3455,0.0,1,0
11799437,2024-01-26 14:06:06.333,26.8289,128.3594,4.2,35.824,1019402,0.0,1,1
11795503,2024-01-26 13:28:28.769,56.7669,-154.2794,3.1,44.3,50917,0.0,1,0
11795453,2024-01-26 07:38:48.272,60.8482,-138.2116,3.3,3.096,953016,0.0,0,0
11795436,2024-01-26 06:22:16.085,-32.9763,-71.5506,4.6,50.351,9064745,0.0,0,1
11795402,2024-01-26 05:44:33.780,19.195333,-155.459667,3.1,31.38,36809,0.0,0,1
11795439,2024-01-26 05:40:04.386,37.1491,136.8406,4.5,10.0,137780,0.0,0,0
11805669,2024-01-26 02:37:17.143,51.1982,-179.4996,3.2,35.0,27444,0.0,1,1
11795354,2024-01-26 02:18:50.700,19.2716,-64.7515,3.8,42.0,74627,0.0,1,1
11798929,2024-01-26 02:16:06.922,53.0384,170.9437,4.1,10.0,19733,0.0,1,1
11795349,2024-01-26 01:55:14.922,41.2599,78.6437,4.7,10.0,661857,0.0,0,1
11795328,2024-01-26 01:10:47.769,63.1193,-150.9303,3.1,130.5,7085444,0.0,0,1
11799135,2024-01-26 00:53:06.355,40.4077,142.1662,4.0,53.737,15794,0.0,1,0
11795312,2024-01-25 23:50:40.773,9.5312,-83.7184,4.4,55.183,1133664,0.0,0,1
11795282,2024-01-25 22:08:05.260,13.2268,-89.357,4.7,80.334,2488246,0.0,1,0
11795238,2024-01-25 20:01:27.370,41.2627,78.8624,5.3,10.0,14709785,0.0,0,0
11799467,2024-01-25 19:43:23.518,31.4888,139.7619,4.5,10.0,29451,0.0,1,0
11795217,2024-01-25 19:38:11.660,31.692,-104.29,3.2,6.6971,55448,0.0,0,0
11795198,2024-01-25 18:58:13.051,-21.8198,-68.5046,5.0,123.525,231332,0.0,0,0
11795174,2024-01-25 17:51:58.843,-24.1328,-67.1456,4.7,177.048,38223,0.0,0,0
11795143,2024-01-25 17:00:43.411,11.7346,43.3724,5.4,10.0,9984995,0.0,1,0
11795078,2024-01-25 16:09:06.878,61.7802,-146.715,3.5,20.0,7086266,0.0,0,0
11800463,2024-01-25 15:33:32.631,-4.0094,141.8376,4.3,107.535,2274,0.0,0,0
11806907,2024-01-25 09:41:10.327,9.3386,-70.3853,4.4,10.0,2259976,0.0,0,0
11794876,2024-01-25 03:43:19.970,34.111667,-117.3115,4.5,15.78,1621631,1.0,0,0
11794778,2024-01-24 22:21:49.385,41.1209,78.6302,5.1,10.0,3995012,0.0,0,0
11794758,2024-01-24 21:40:49.546,58.5221,-155.2541,3.5,128.1,45741,0.0,0,0
11797161,2024-01-24 21:18:48.074,-19.2803,-174.4391,4.2,151.056,4975882,0.0,1,0
11794742,2024-01-24 21:01:06.076,31.3412,-103.077,3.1,5.0,2448,0.0,0,0
11794698,2024-01-24 19:43:21.427,64.4811,-146.9401,3.3,10.2,6861592,0.0,0,0
11797813,2024-01-24 18:12:54.176,32.4355,141.8085,4.4,10.0,23239,0.0,1,1
11794644,2024-01-24 17:35:38.533,40.4976,142.0319,4.4,61.224,32641,0.0,1,0
11799788,2024-01-24 16:35:51.499,6.1253,126.0905,4.3,133.308,35050,0.0,1,1
11794550,2024-01-24 15:02:52.443,52.2294,176.4324,4.6,119.163,109285,0.0,1,1
11794536,2024-01-24 14:39:19.224,-4.0857,141.2074,5.0,67.683,15581,0.0,0,0
11794531,2024-01-24 14:18:37.018,-40.2643,176.388,5.1,10.0,683206,0.0,0,0
11808209,2024-01-24 13:57:44.758,37.9233,137.5649,4.2,10.0,32296,0.0,1,0
11794517,2024-01-24 13:36:23.954,13.9349,144.6994,4.6,151.599,6035108,0.0,1,1
11794509,2024-01-24 12:12:29.254,31.8303,131.9452,4.4,36.94,12229,0.0,1,0
11794479,2024-01-24 09:38:58.998,-24.0993,-66.8278,4.2,196.551,2758,0.0,0,0
11794453,2024-01-24 08:05:10.409,-22.1872,-68.6463,5.3,113.11,1086280,0.0,0,1
11794431,2024-01-24 06:27:17.932,-22.9242,-174.8835,5.0,10.0,41369,0.0,1,1
11794425,2024-01-24 06:10:41.101,63.5874,-147.3535,3.3,0.1,6512667,0.0,0,0
11794426,2024-01-24 06:06:49.240,18.710667,-66.401833,3.01,55.27,76963,0.0,1,1
11794413,2024-01-24 04:56:25.023,53.4965,160.3844,4.6,55.748,3371033,0.0,1,1
11796647,2024-01-24 02:39:02.309,41.5961,75.6471,4.3,10.0,132964,0.0,0,0
11794354,2024-01-24 02:01:04.460,17.9326,-66.2916,3.4,14.0,7319742,0.0,0,1
11794346,2024-01-24 01:48:31.282,26.005,-110.875,4.8,10.0,21686,0.0,1,0
11794322,2024-01-24 00:37:22.661,65.0544,-152.2137,4.1,12.6,1451156,0.0,0,0
11804428,2024-01-24 00:04:12.155,-20.8781,-173.5006,4.9,10.0,27053,0.0,1,1
11794295,2024-01-23 23:09:52.898,-34.4819,-70.4998,4.6,121.805,6658304,0.0,0,1
11804242,2024-01-23 21:41:52.189,52.7698,-170.9776,3.3,180.283,26849,0.0,1,0
11794269,2024-01-23 21:33:49.385,42.4495,145.0641,5.1,33.218,1290388,0.0,1,0
11805355,2024-01-23 21:26:57.126,26.1367,-110.5,4.4,10.0,9441,0.0,1,1
11797383,2024-01-23 20:42:30.108,53.5719,160.7313,4.2,46.298,422854,0.0,1,1
11794119,2024-01-23 16:06:56.113,-30.1626,-72.1556,4.6,10.514,393581,0.0,1,1
11794141,2024-01-23 16:06:24.008,-29.7782,-178.4639,4.9,125.704,415040,0.0,1,0
11794105,2024-01-23 15:22:26.387,25.2791,141.3262,5.0,144.706,1269612,0.0,1,0
11804248,2024-01-23 15:15:16.237,52.3329,-165.7429,3.1,10.0,133119,0.0,1,1
11806718,2024-01-23 14:30:17.986,6.1179,125.9406,4.5,148.334,62661,0.0,1,1
11794484,2024-01-23 12:51:52.138,-16.7544,-69.8477,4.4,168.976,39585,0.0,0,0
11804788,2024-01-23 06:03:17.359,52.386,-177.0782,3.5,12.216,624459,0.0,1,1
11793998,2024-01-23 04:30:58.404,32.4784,141.896,4.6,10.0,20874,0.0,1,1
11793935,2024-01-23 03:09:00.230,17.896167,-66.810167,3.0,11.73,66325,0.0,1,1
11793906,2024-01-23 01:18:41.720,41.2623,78.7101,5.3,10.0,5131088,0.0,0,0
11793891,2024-01-23 00:37:12.280,18.8151,-64.5286,3.4,4.0,89190,0.0,1,1
11797510,2024-01-22 23:45:41.592,34.3042,135.7257,4.2,67.382,148366,0.0,0,0
11793834,2024-01-22 22:30:11.376,-30.209,-72.1669,5.4,10.0,2112532,0.0,1,1
11796385,2024-01-22 19:29:07.041,27.3387,143.133,4.3,10.0,35469,0.0,1,1
11793769,2024-01-22 19:05:50.061,6.8566,-73.0861,4.7,152.431,42369,0.0,0,0
11793763,2024-01-22 19:02:36.310,60.2082,-141.1444,3.5,16.2,3698253,0.0,0,1
11793750,2024-01-22 18:09:04.408,41.2632,78.6535,7.0,13.0,40866690,0.0,0,1
11793756,2024-01-22 18:02:26.145,53.1264,-161.9743,3.1,10.0,4990,0.0,1,1
11793690,2024-01-22 17:13:20.514,37.1299,136.8792,4.3,10.0,97089,0.0,0,0
11796558,2024-01-22 16:35:18.894,31.4685,139.7906,4.4,10.0,15979,0.0,1,0
11793660,2024-01-22 15:41:40.650,19.486833,-155.794333,3.1,7.6,52994,0.0,0,1
11793610,2024-01-22 14:20:31.728,-22.0034,-177.0023,5.3,211.776,69872,0.0,1,0
11793589,2024-01-22 13:16:49.971,-20.6759,-69.4419,4.5,77.356,9288971,0.0,0,1
11793597,2024-01-22 12:02:20.287,5.3214,125.3615,4.6,191.376,51000,0.0,1,1
11797280,2024-01-22 11:14:43.157,-23.0028,-174.6084,4.5,11.713,24750,0.0,1,1
11793524,2024-01-22 05:42:12.294,61.9481,-149.5529,3.3,55.9,5607096,0.0,0,0
11806531,2024-01-22 04:53:29.146,38.6047,44.1638,4.0,10.0,49599,0.0,0,0
11793517,2024-01-22 04:33:20.183,41.9195,81.2891,5.1,25.397,936512,0.0,0,0
11793513,2024-01-22 03:53:02.460,19.5691,-68.9263,4.0,51.0,286640,0.0,1,1
11793502,2024-01-22 03:23:24.795,-22.629,-66.1108,4.3,264.54,2644,0.0,0,0
11806482,2024-01-22 01:43:05.945,-14.7486,168.1071,4.5,10.234,119174,0.0,1,1
11800197,2024-01-21 23:13:10.387,51.772,178.533,3.2,99.918,21775,0.0,1,0
11800199,2024-01-21 23:09:13.114,-20.6119,-176.1714,4.3,205.001,12912,0.0,1,0
11793450,2024-01-21 22:57:10.885,23.9308,122.4363,4.4,10.0,911960,0.0,1,1
11793435,2024-01-21 21:30:21.686,39.9081,143.0821,4.7,35.0,23020,0.0,1,0
11793373,2024-01-21 17:37:47.160,-33.8816,-72.4814,5.1,10.0,6482001,0.0,1,1
11793371,2024-01-21 17:19:48.378,6.7591,-73.0264,5.2,156.001,227933,0.0,0,1
11799422,2024-01-21 12:41:38.726,52.2266,-164.7574,3.1,16.484,5217,0.0,1,0
11793312,2024-01-21 12:06:59.366,37.2538,-114.937,3.1,13.9,2209,0.0,0,0
11793302,2024-01-21 11:22:53.820,62.9198,-148.5083,3.1,64.7,5430160,0.0,0,0
11793310,2024-01-21 10:59:12.310,19.1003,-65.0065,3.68,38.0,37595,0.0,1,1
11793291,2024-01-21 09:29:48.539,55.2549,-159.6289,3.7,55.546,42087,0.0,1,0
11793263,2024-01-21 06:25:26.214,67.4273,-156.1167,3.4,8.3,35940,0.0,0,0
11793248,2024-01-21 05:50:36.943,53.0914,160.264,4.9,58.186,7208731,0.0,1,1
11793218,2024-01-21 04:12:21.319,59.5976,-152.8846,3.0,97.8,18539,0.0,1,0
11793234,2024-01-21 03:03:36.367,-41.7521,-71.7927,4.5,163.795,7054899,0.0,0,0
11793173,2024-01-21 02:36:01.362,-23.349,-66.6516,5.3,202.477,108702,0.0,0,0
11793134,2024-01-21 01:58:46.450,17.9893,-68.3418,4.11,169.0,51801,0.0,1,1
11802065,2024-01-20 23:37:41.764,24.2328,125.1754,4.5,26.572,36493,0.0,1,0
11795886,2024-01-20 22:21:14.290,14.7987,-92.2682,4.4,81.777,9689,0.0,0,0
11793088,2024-01-20 22:04:12.916,60.106,-140.9741,3.5,11.0,3903856,0.0,0,1
11792991,2024-01-20 17:44:21.330,33.308833,-116.240667,3.0,8.64,266110,0.0,0,0
11794612,2024-01-20 17:27:22.429,51.6579,-167.8766,3.2,10.0,7285,0.0,1,1
11792960,2024-01-20 15:51:14.503,55.8833,-159.6459,3.1,77.0,56502,0.0,0,0
11805165,2024-01-20 15:34:34.779,25.7587,127.0537,4.3,67.293,4659,0.0,1,0
11792948,2024-01-20 14:38:54.429,9.3835,-84.1682,4.1,47.467,555714,0.0,0,0
11792923,2024-01-20 13:09:32.245,39.765,-117.9004,3.2,11.0,4991,0.0,0,0
11802577,2024-01-20 10:34:31.087,7.9174,126.7319,4.2,110.453,34949,0.0,1,1
11792880,2024-01-20 10:01:21.931,-28.6615,-71.4127,4.4,32.912,384421,0.0,1,1
11796476,2024-01-20 09:49:42.323,54.4573,-163.6787,3.0,130.228,7151,0.0,1,0
11796473,2024-01-20 06:55:12.990,53.444,-165.7161,3.1,35.0,5072772,0.0,1,1
11792816,2024-01-20 06:04:57.300,19.810333,-155.608505,3.2,32.110001,219078,0.0,0,1
11792800,2024-01-20 05:21:52.259,62.9594,-150.7742,3.0,108.7,5146288,0.0,0,0
11793353,2024-01-20 04:25:33.767,-41.5872,174.4817,4.1,16.004,2763423,0.0,1,0
11792761,2024-01-20 02:58:12.570,19.053333,-66.076667,3.13,12.87,64382,0.0,1,1
11794232,2024-01-20 01:46:04.615,31.608,-104.244,3.4,6.6457,86943,0.0,0,0
11792730,2024-01-20 01:30:49.140,19.6446,-67.369,3.84,10.0,37985,0.0,1,1
11792688,2024-01-20 00:19:31.037,-23.654,-66.9669,4.4,214.083,6815,0.0,0,0
11795870,2024-01-19 22:11:04.457,8.2682,126.9471,4.3,95.513,24901,0.0,1,1
11792600,2024-01-19 21:59:37.858,26.7587,127.1311,4.4,11.771,96694,0.0,1,0
11792555,2024-01-19 21:34:35.071,64.4909,-146.9641,5.3,10.5,14311838,1.0,0,0
11805138,2024-01-19 20:41:41.501,42.0264,143.5437,4.1,33.437,175686,0.0,1,0
11804687,2024-01-19 18:25:02.454,-36.5932,79.0321,4.8,16.065,142280,0.0,1,0
11792610,2024-01-19 18:21:46.563,30.0611,129.2015,4.3,227.643,10922,0.0,1,0
11792440,2024-01-19 16:57:02.004,46.8521,141.7416,4.5,10.0,2619281,0.0,1,0
11796565,2024-01-19 15:38:23.913,8.715,126.1156,4.3,99.27,23733,0.0,0,1
11796893,2024-01-19 14:59:58.323,13.372,-90.2464,4.2,51.647,52691,0.0,1,0
11792401,2024-01-19 14:32:18.254,58.207,-151.4038,3.4,20.5,73460,0.0,1,0
11796927,2024-01-19 13:00:25.542,18.9346,-68.968,3.1,35.0,237832,0.0,0,1
11792392,2024-01-19 12:50:52.665,58.9544,-154.4724,3.1,123.2,25950,0.0,0,0
11792382,2024-01-19 11:27:00.120,19.153667,-155.475,3.5,31.93,63641,0.0,0,1
11792383,2024-01-19 11:26:02.920,4.7278,-75.8621,5.6,58.817,500314,0.0,0,1
11796897,2024-01-19 11:20:25.954,13.0831,145.278,4.5,69.955,7376525,0.0,1,1
11792368,2024-01-19 09:40:59.707,-24.7895,-67.7423,5.1,114.76,7464690,0.0,0,0
11799415,2024-01-19 09:30:18.567,6.8966,126.6454,4.3,9.943,41155,0.0,1,1
11792406,2024-01-19 07:09:45.288,44.6843,-114.4119,3.3,10.0,12359,0.0,0,0
11792332,2024-01-19 06:43:28.914,35.6547,140.5583,4.3,59.931,34,0.0,0,0
11793339,2024-01-19 05:24:28.976,-0.0016,29.6423,4.5,10.0,2400505,0.0,0,0
11792319,2024-01-19 04:57:14.899,-13.6001,166.8413,5.5,43.425,2313811,0.0,1,1
11792246,2024-01-19 00:54:28.050,19.631667,-156.192333,3.42,8.11,64486,0.0,1,1
11792227,2024-01-18 23:31:50.370,-23.9312,-66.8881,4.3,229.34,3165,0.0,0,0
11792157,2024-01-18 22:12:22.000,-18.9068,-175.4176,6.4,211.0,7418268,0.0,1,0
11804482,2024-01-18 18:26:08.177,53.8027,-164.2936,3.1,26.0,135303,0.0,1,1
11796026,2024-01-18 18:04:39.170,37.341,137.1805,4.4,10.0,173434,0.0,0,0
11796560,2024-01-18 16:39:11.293,51.8753,-173.268,3.1,68.836,45012,0.0,1,1
11792078,2024-01-18 16:13:35.293,-15.2384,-172.8992,5.0,10.0,191212,0.0,1,1
11796531,2024-01-18 15:14:43.457,52.0973,179.4588,4.1,222.905,9106,0.0,1,0
11792397,2024-01-18 12:47:37.469,6.053,125.9678,4.6,74.712,88333,0.0,1,1
11802151,2024-01-18 07:42:06.183,8.6232,126.5243,4.4,65.334,53112,0.0,1,1
11801795,2024-01-18 06:49:49.082,51.3866,178.1072,3.5,35.0,36616,0.0,1,1
11791944,2024-01-18 04:50:01.517,-21.6325,-176.2793,5.8,155.0,1116876,0.0,1,0
11791937,2024-01-18 03:47:41.020,48.235167,-122.6815,3.2,55.81,5606,0.0,1,0
11795303,2024-01-18 01:56:46.659,13.8399,144.9632,4.5,146.281,2456029,0.0,1,1
11795300,2024-01-18 01:51:37.376,37.7575,137.7202,4.4,10.0,83502,0.0,1,0
11795295,2024-01-18 01:48:29.671,5.7416,127.0838,4.4,115.154,26667,0.0,1,1
11791889,2024-01-18 00:39:32.510,19.255833,-155.4075,3.1,33.28,39763,0.0,0,1
11791866,2024-01-17 23:11:11.650,19.0211,-64.9736,3.9,24.0,348585,0.0,1,1
11791829,2024-01-17 22:10:52.085,-22.914,-175.1371,5.0,10.0,8802,0.0,1,1
11791827,2024-01-17 21:21:10.484,-20.7853,-69.0696,4.4,109.343,7800788,0.0,0,0
11791718,2024-01-17 18:39:25.739,51.933,179.6912,3.07,10.0,351985,0.0,0,1
11791742,2024-01-17 18:29:37.959,-3.6254,140.1434,4.9,36.171,23402,0.0,0,0
11794747,2024-01-17 17:38:22.276,12.9623,144.823,4.4,60.544,5082735,0.0,1,1
11792454,2024-01-17 14:14:46.284,64.5686,-17.7961,4.5,10.0,39647,0.0,0,0
11791614,2024-01-17 13:00:49.087,17.1875,145.9299,5.0,146.317,19671,0.0,1,0
11791608,2024-01-17 12:32:01.352,8.5528,126.5263,5.6,40.849,1714951,0.0,1,1
11802608,2024-01-17 10:18:32.986,54.9307,-160.0336,3.2,35.052,35994,0.0,1,0
11791590,2024-01-17 10:04:59.838,31.716,-104.288,3.2,7.2627,123212,0.0,0,0
11791577,2024-01-17 09:08:18.281,56.4017,-135.6238,3.6,15.2,172591,0.0,1,0
11804995,2024-01-17 05:54:19.505,-15.1112,-177.364,4.5,10.0,136621,0.0,1,0
11791516,2024-01-17 03:07:42.000,17.91,-66.9686,4.2,10.0,3092435,0.0,1,1
11791477,2024-01-16 23:18:13.330,18.6236,-63.8105,3.2,11.0,27096,0.0,1,1
11791385,2024-01-16 18:38:37.770,36.935,-121.6865,3.0,10.99,18997573,0.0,0,0
11791384,2024-01-16 18:13:31.614,51.7792,-176.5528,4.1,70.708,1495254,0.0,0,1
11804303,2024-01-16 17:26:31.701,63.3262,-171.0255,3.1,22.4,4387,0.0,1,0
11794565,2024-01-16 17:11:57.998,53.2175,-165.7518,3.6,47.856,132086,0.0,1,1
11804260,2024-01-16 14:51:25.822,-5.3334,152.3856,4.5,48.878,25824,0.0,1,1
11791250,2024-01-16 09:42:16.207,37.1962,136.7256,5.0,10.0,490051,0.0,0,0
11803968,2024-01-16 08:45:20.524,29.8765,92.2512,4.3,10.0,194389,0.0,0,0
11791237,2024-01-16 08:39:52.870,19.179,-155.509167,3.04,31.12,26413,0.0,0,1
11791215,2024-01-16 07:12:31.428,21.626,121.059,4.8,24.159,59440,0.0,1,1
11791182,2024-01-16 04:53:09.647,65.6298,-165.2551,4.5,10.8,503501,0.0,0,0
11791167,2024-01-16 02:34:24.872,-36.0943,-71.398,4.2,119.164,6477381,0.0,0,0
11803476,2024-01-16 02:07:25.534,51.6969,-179.7799,3.4,91.115,27110,0.0,1,1
11803176,2024-01-16 01:18:21.980,32.7495,138.2077,4.2,10.0,5817205,0.0,1,0
11791150,2024-01-16 01:11:20.000,17.9705,-65.741833,3.15,7.58,212919,0.0,1,1
11791892,2024-01-15 23:17:58.103,65.6145,-165.2657,3.0,7.3,64173,0.0,0,0
11791133,2024-01-15 23:11:32.762,-23.3186,-68.9289,4.2,91.604,7343399,0.0,0,0
11801868,2024-01-15 22:57:10.640,53.8426,-164.567,3.2,35.0,94822,0.0,1,1
11791121,2024-01-15 21:56:59.176,-30.682,-178.0763,5.2,32.759,1460771,0.0,1,0
11791119,2024-01-15 21:37:22.137,-24.9312,-68.3176,4.7,97.204,7376691,0.0,0,0
11792063,2024-01-15 18:44:38.796,-26.135,-69.1916,4.4,111.459,7370705,0.0,0,1
11791075,2024-01-15 16:39:39.700,19.2198,-67.7071,3.76,16.0,77279,0.0,1,1
11793807,2024-01-15 15:01:34.577,-9.1639,159.2251,4.6,11.631,1911077,0.0,1,1
