event_id,time_utc,latitude,longitude,magnitude,depth_km,max_amplitude_bhz
11924585,2024-12-31T23:28:55.746000,9.1772,40.0124,4.3,10.0,289426
11919062,2024-12-31T23:13:20.048000,-20.1826,-70.6231,5.0,35.0,8747495
11924564,2024-12-31T22:51:02.867000,8.7905,40.2074,4.3,10.0,307171
11924561,2024-12-31T22:45:49.069000,9.05,40.0003,4.3,10.0,687792
11919543,2024-12-31T22:32:03.053000,8.0192,127.2627,4.6,10.0,126737
11924285,2024-12-31T20:52:02.734000,52.8588,-169.1008,3.3,35.0,49804
11919024,2024-12-31T20:46:00.170000,18.935667,-67.562167,3.39,56.28,52975
11924286,2024-12-31T20:28:29.274000,52.7315,-169.0402,3.1,36.7,35504
11919029,2024-12-31T19:48:00.249000,52.8012,-169.0555,4.1,39.24,914441
11919014,2024-12-31T19:46:28.183000,-5.1354,152.1814,4.6,60.51,289130
11923398,2024-12-31T19:44:15.393000,12.5082,143.6985,4.4,97.386,1162512
11919008,2024-12-31T19:25:31.901000,44.245,-115.1856,3.29,10.0,19620
11918972,2024-12-31T19:18:38.342000,9.0825,40.0771,4.8,10.0,4710985
11918990,2024-12-31T18:52:07.759000,24.3085,121.6904,3.9,30.38,2271114
11918976,2024-12-31T18:37:24.323000,9.2566,39.9713,4.3,10.0,1653722
11918927,2024-12-31T17:09:39.374000,-4.05,151.6351,5.0,14.523,204196
11918953,2024-12-31T16:28:34.911000,8.9233,39.977,4.3,10.0,1045103
11924289,2024-12-31T16:26:33.938000,51.4544,-177.296,3.3,55.464,55560
11918934,2024-12-31T16:20:48.881000,9.4158,39.9708,4.3,10.0,1111198
11918871,2024-12-31T15:40:40.320000,19.184667,-155.499167,3.1,31.08,51454
11918854,2024-12-31T13:38:45.900000,18.664167,-67.444667,3.16,10.85,73913
11918895,2024-12-31T13:29:28.071000,9.1217,39.9641,4.3,10.0,433371
11927171,2024-12-31T12:04:51.497000,9.1582,40.0809,4.2,10.0,1073146
11921233,2024-12-31T11:53:47.561000,-19.6821,-69.3835,4.5,101.481,3037801
11927164,2024-12-31T11:51:19.141000,-29.7258,-178.2214,4.3,73.212,285153
11927169,2024-12-31T11:33:06.064000,8.7639,39.9753,4.3,10.0,682085
11921217,2024-12-31T11:29:20.190000,9.2046,40.0238,4.4,10.0,683767
11918898,2024-12-31T10:51:59.914000,50.9403,-177.494,3.2,27.598,13108
11927122,2024-12-31T09:52:26.791000,9.1889,39.7857,4.2,10.0,451580
11926979,2024-12-31T08:59:24.579000,11.4863,-73.4098,4.5,34.096,150650
11927113,2024-12-31T08:35:14.864000,9.1914,39.8858,4.2,10.0,340256
11918767,2024-12-31T08:14:09.088000,55.722,-158.9152,3.2,60.1,39460
11927094,2024-12-31T08:06:32.210000,8.5425,40.2549,4.2,10.0,1166967
11918762,2024-12-31T07:31:13.750000,17.873667,-66.927833,3.19,7.84,86825
11918858,2024-12-31T07:20:03.791000,9.0231,39.9494,4.3,10.0,1542299
11918759,2024-12-31T06:57:10.380000,18.1425,-68.3616,3.58,83.0,26732
11927101,2024-12-31T06:01:45.948000,8.861,39.9486,4.4,10.0,456447
11926967,2024-12-31T05:51:59.273000,-28.7474,-70.2097,4.2,97.247,1451763
11918856,2024-12-31T05:44:31.945000,9.1637,39.8541,4.5,10.0,2512130
11924401,2024-12-31T02:33:29.281000,52.0004,178.641,3.9,174.866,5106447
11918672,2024-12-31T01:38:40.936000,9.2066,40.028,4.5,6.387,1616499
11924473,2024-12-30T23:36:27.672000,9.5417,40.0566,4.3,10.0,753044
11918622,2024-12-30T23:30:59.974000,9.1189,39.9276,4.7,10.0,945993
11918598,2024-12-30T22:13:14.319000,9.1889,40.0589,4.8,10.0,2030223
11923677,2024-12-30T21:41:39.500000,-15.4455,167.5825,4.2,177.684,116822
11923636,2024-12-30T21:20:58.387000,9.5054,40.1066,4.2,10.0,1448173
11918564,2024-12-30T20:59:52.837000,61.5947,-152.1825,4.0,115.8,28575
11918571,2024-12-30T20:48:47.979000,9.377,40.0794,4.4,10.0,1884662
11918563,2024-12-30T20:40:23.686000,39.0987,-118.9723,3.2,7.2,23402
11918556,2024-12-30T20:33:11.322000,9.2103,40.0504,4.6,10.0,1389923
11918553,2024-12-30T20:27:35.490000,9.1221,40.098,4.7,10.0,2004721
11918435,2024-12-30T15:25:58.372000,-24.166,-69.565,4.5,92.136,7401975
11918446,2024-12-30T15:19:39.180000,18.123333,-67.6555,3.0,67.7,72973
11918480,2024-12-30T15:01:23.383000,52.733,-168.2686,3.5,42.522,63773
11918417,2024-12-30T14:26:55.004000,8.9504,40.03,4.5,10.0,1116055
11920874,2024-12-30T12:59:26.568000,17.6121,-62.9143,4.1,110.988,413812
11927464,2024-12-30T12:23:14.258000,8.2682,40.1841,4.3,10.0,644098
11918757,2024-12-30T12:20:02.559000,8.6362,40.0266,4.5,10.0,2309742
11927035,2024-12-30T11:32:25.347000,52.4788,160.6285,4.3,33.801,326976
11918388,2024-12-30T10:12:21.144000,-29.9459,-71.9932,4.2,25.049,1541537
11918387,2024-12-30T09:58:46.244000,-29.3545,-71.2354,4.6,48.507,6955649
11921227,2024-12-30T09:20:55.143000,28.0501,128.1514,4.3,20.243,48528
11918366,2024-12-30T09:19:21.220000,19.183833,-155.492833,3.71,30.44,378335
11918358,2024-12-30T09:04:51.960000,19.195333,-155.495,4.5,30.78,658066
11918851,2024-12-30T08:51:49.811000,-29.9302,-72.1121,4.2,23.242,1445467
11918402,2024-12-30T08:30:45.894000,8.6752,39.9121,4.4,10.0,468257
11918398,2024-12-30T07:42:21.022000,8.8054,40.1385,4.5,10.0,680055
11918342,2024-12-30T07:01:30.903000,59.8981,-151.5404,3.4,30.6,77531
11918345,2024-12-30T06:51:30.845000,9.0206,40.0634,4.6,10.0,1367586
11927538,2024-12-30T06:34:31.484000,7.8688,40.194,4.0,10.0,1370427
11920885,2024-12-30T06:18:14.534000,-32.4805,-70.4715,4.2,99.456,7114918
11927019,2024-12-30T05:48:12.371000,9.0039,40.0649,4.5,10.0,1182030
11918330,2024-12-30T05:41:06.678000,-29.9272,-71.9959,5.5,10.0,8415174
11918325,2024-12-30T05:40:49.261000,-29.9195,-72.0562,5.5,10.0,8415174
11918320,2024-12-30T05:27:04.352000,41.9226,-119.5873,3.35,3.4,7313
11927500,2024-12-30T05:14:36.140000,23.4756,123.4996,4.3,10.0,20223
