event_id,time_utc,latitude,longitude,magnitude,depth_km,max_amplitude_bhz,tsunami_flag_usgs
11852884,2024-05-31 20:21:17.045,7.7277,126.9997,4.4,13.964,28878,0
11847326,2024-05-31 19:18:14.500,19.5386,-65.7018,3.59,33.0,41332,0
11847359,2024-05-31 19:02:03.195,33.2332,132.3066,4.7,44.201,104797,0
11852812,2024-05-31 18:33:15.979,23.3185,125.7093,4.2,19.905,3433,0
11847288,2024-05-31 17:44:26.820,18.3186,-68.867,3.2,119.0,214507,0
11847262,2024-05-31 17:26:53.780,34.471167,-119.1915,3.58,18.12,53412,0
11847301,2024-05-31 17:13:02.418,-23.8214,-67.9292,4.2,143.744,18184,0
11847264,2024-05-31 17:10:59.093,24.0173,121.548,5.2,25.392,35708178,0
11847245,2024-05-31 15:54:41.575,-28.9482,-176.8762,6.2,19.694,39980516,0
11847380,2024-05-31 15:11:48.707,53.6615,161.3737,4.1,30.564,211589,0
11852705,2024-05-31 13:31:06.416,11.4589,-87.2794,4.4,38.871,563598,0
11847147,2024-05-31 08:12:20.420,18.0925,-68.349,3.47,65.0,19822,0
11847141,2024-05-31 07:46:35.365,-24.2423,-66.9783,4.5,180.997,12705,0
11847131,2024-05-31 07:26:56.774,56.0022,-158.6095,3.2,72.106,64660,0
11849774,2024-05-31 04:23:12.995,43.7603,145.1009,4.0,143.688,3460,0
11847048,2024-05-30 23:27:27.219,51.4736,-176.2458,3.7,43.024,4985213,0
11847009,2024-05-30 23:13:18.080,-18.0408,-69.1563,4.6,147.543,5734640,0
11847002,2024-05-30 22:54:37.665,5.6407,126.0584,4.8,105.577,308739,0
11846962,2024-05-30 20:52:56.899,5.9341,126.799,4.4,151.233,34040,0
11847237,2024-05-30 20:08:17.423,1.9421,99.0285,4.2,132.193,3568,0
11846937,2024-05-30 19:46:44.277,32.5892,130.5949,4.5,13.044,242116,0
11846925,2024-05-30 19:27:18.729,40.0456,44.5163,3.6,10.0,2161757,0
11846901,2024-05-30 18:39:32.400,19.6311,-68.787,3.0,25.0,216303,0
11853635,2024-05-30 15:27:11.677,33.1535,140.6841,4.3,66.105,67754,0
11853627,2024-05-30 14:37:43.435,6.8079,-72.9871,4.4,155.391,6755,0
11846779,2024-05-30 08:21:35.794,-15.418,-172.4112,4.9,10.0,740229,0
11851828,2024-05-30 06:06:28.811,-24.2639,-67.0713,4.4,175.98,12181,0
11846719,2024-05-30 04:16:14.650,18.8985,-68.5968,3.7,141.0,279154,0
11849730,2024-05-30 02:10:35.824,51.9847,-171.3105,3.6,35.0,5048641,0
11846698,2024-05-30 01:11:38.952,24.1637,121.6762,4.7,32.004,10751078,0
11846681,2024-05-29 23:54:44.375,23.9629,121.788,4.8,22.235,4089710,0
11846605,2024-05-29 19:34:45.179,-18.371,-71.3251,4.3,28.359,74851,0
11846594,2024-05-29 18:54:54.300,18.125,-64.120667,3.41,21.64,39691,0
11849609,2024-05-29 17:32:43.825,33.1079,141.9007,4.5,18.574,12795,0
11846497,2024-05-29 12:46:21.427,32.6532,-104.4085,3.4,9.177,3398,0
11846492,2024-05-29 12:07:13.237,39.4559,17.0954,4.2,10.0,14946,0
11846490,2024-05-29 11:56:32.333,-21.7953,-68.6763,4.5,125.131,20849,0
11846474,2024-05-29 09:15:25.770,18.6725,-68.9015,4.09,108.0,271312,0
11856745,2024-05-29 08:54:20.675,-28.5098,-178.6624,4.3,284.571,389368,0
11846458,2024-05-29 07:48:51.945,55.9393,-155.72,3.5,44.0,21477,0
11846426,2024-05-29 03:52:26.160,17.8081,-68.6993,3.7,6.0,28804,0
11846363,2024-05-28 23:45:09.522,-20.3947,-176.292,4.5,261.252,90817,0
11852679,2024-05-28 23:22:36.508,42.0972,142.6006,4.2,69.482,200161,0
11846356,2024-05-28 22:53:45.265,-33.941,-70.3227,4.0,118.882,7239594,0
11846345,2024-05-28 22:44:37.838,-2.9778,139.5379,4.4,64.785,17779,0
11846229,2024-05-28 16:36:06.140,18.649667,-65.651,3.05,88.86,57172,0
11846254,2024-05-28 14:35:21.698,24.4753,123.2759,4.4,62.141,359925,0
11846199,2024-05-28 14:20:09.725,-41.9124,-71.5088,4.1,201.69,6545217,0
11846132,2024-05-28 13:24:10.626,63.5643,-150.1479,3.1,0.0,867399,0
11852405,2024-05-28 13:14:36.659,5.4185,126.4129,4.6,10.542,21909,0
11846106,2024-05-28 11:51:10.643,31.68,-104.187,3.8,5.9076,112904,0
11846098,2024-05-28 10:14:13.700,17.9883,-68.0408,3.51,32.0,38464,0
11846110,2024-05-28 09:55:22.477,37.6932,141.8639,4.4,46.79,4728,0
11846082,2024-05-28 09:10:41.560,19.5548,-68.082,3.97,13.0,266868,0
11846071,2024-05-28 08:40:15.190,56.7576,-152.8924,3.8,26.8,67757,0
11846062,2024-05-28 07:47:33.423,31.4608,-115.6557,4.0,10.0,95126,0
11845998,2024-05-28 02:08:02.470,18.378667,-67.376167,3.04,6.53,49988,0
11846423,2024-05-28 01:58:53.167,8.9347,126.2732,4.5,65.872,69721,0
11854237,2024-05-27 23:12:16.738,24.3262,124.9109,4.4,43.704,32884,0
11854240,2024-05-27 21:48:49.558,24.4388,121.8892,3.8,26.622,862013,0
11845903,2024-05-27 17:58:28.828,60.0193,-152.8064,3.3,122.1,18682,0
11845901,2024-05-27 17:44:39.203,57.5201,-136.9596,3.1,15.1,53407,0
11846839,2024-05-27 17:12:38.165,43.1131,143.1064,4.3,120.506,81443,0
11853285,2024-05-27 11:40:12.841,7.4463,124.7104,4.4,13.577,193231,0
11845849,2024-05-27 11:05:44.476,31.4885,-115.6057,4.19,7.499,76413,0
11845854,2024-05-27 11:04:25.080,32.2183,-103.0966,3.1,5.0,314,0
11845828,2024-05-27 08:17:06.020,18.816833,-67.714333,3.32,8.16,28735,0
11850829,2024-05-27 06:40:35.170,33.513,141.128,4.3,40.186,179712,0
11845803,2024-05-27 05:58:44.090,33.2645,-116.4355,3.49,4.69,149175,0
11845877,2024-05-27 05:12:32.717,6.6912,-73.0834,4.6,159.324,40544,0
11845970,2024-05-27 04:45:29.036,52.8806,159.4348,4.3,60.305,3864937,0
11848660,2024-05-27 04:26:46.486,31.0855,130.3926,4.1,145.973,10383,0
11845965,2024-05-27 03:59:20.419,-20.5439,-68.9134,4.0,107.279,5333832,0
11845780,2024-05-27 03:52:30.885,63.5504,-150.0113,3.4,2.0,256467,0
11845767,2024-05-27 02:44:00.810,11.3813,-86.2291,4.3,66.589,587713,0
11845771,2024-05-27 02:42:53.714,-24.0277,-66.8967,4.4,227.692,3087,0
11848622,2024-05-27 02:08:36.194,-9.6497,160.4371,4.3,43.499,387265,0
11845754,2024-05-27 00:47:30.659,52.3248,157.6272,5.2,125.315,2070108,0
11854263,2024-05-27 00:18:59.047,-32.3857,-69.4771,4.5,115.524,7230982,0
11845742,2024-05-27 00:12:37.240,54.6892,-156.7694,4.6,27.8,15008,0
11845729,2024-05-26 22:19:58.905,40.9307,78.2248,4.3,10.0,116242,0
11845724,2024-05-26 22:06:20.630,18.2225,-68.058333,3.4,101.24,32852,0
11845645,2024-05-26 14:24:09.625,-24.1851,-69.2478,4.9,98.063,1567989,0
11845635,2024-05-26 13:42:22.621,-3.6562,141.3107,4.7,46.122,24488,0
11845605,2024-05-26 10:19:46.378,43.8579,-129.2893,3.3,10.0,41640,0
11845697,2024-05-26 10:16:16.420,51.1606,-179.3526,3.9,48.77,5077230,0
11845582,2024-05-26 08:51:01.560,19.047333,-67.5415,3.13,21.57,27365,0
11850205,2024-05-26 08:41:30.977,24.0093,122.6812,4.1,28.786,53405,0
11845560,2024-05-26 06:33:10.493,58.8864,-152.6864,3.0,48.9,39389,0
11845554,2024-05-26 05:41:34.722,19.9018,-157.4249,3.48,15.705,14101,0
11845566,2024-05-26 04:37:10.845,8.4976,-82.9655,4.6,10.0,109059,0
11845547,2024-05-26 03:59:18.675,6.137,125.8919,4.7,147.769,235139,0
