event_id,time_utc,latitude,longitude,magnitude,depth_km,max_amplitude_bhz,tsunami_flag_usgs
11814988,2024-02-29 23:44:41.783,26.8637,143.8467,4.2,10.0,32622,0
11811058,2024-02-29 22:18:41.370,63.4614,-148.6802,3.2,10.1,94594,0
11811024,2024-02-29 20:43:16.110,35.371,140.632,5.1,23.083,15,0
11810921,2024-02-29 16:01:55.231,36.0453,140.0479,4.5,81.902,70828,0
11810856,2024-02-29 12:16:07.429,-9.2616,158.8249,5.0,10.0,2288409,0
11811830,2024-02-29 11:31:37.350,-30.3494,-71.5328,4.4,41.668,260598,0
11813921,2024-02-29 11:21:28.015,51.5296,-171.9339,3.2,29.373,22466,0
11810829,2024-02-29 09:22:19.798,51.0421,-177.3209,5.0,26.936,1241441,0
11817499,2024-02-29 08:45:29.787,51.562,-177.0484,3.5,70.88,96589,0
11810824,2024-02-29 08:28:30.913,-22.3019,-68.4961,4.3,130.233,15086,0
11817496,2024-02-29 05:28:33.662,53.5123,-165.8859,3.2,35.0,5053289,0
11810801,2024-02-29 05:26:27.466,23.4973,120.2222,4.4,17.492,3501491,0
11820027,2024-02-29 04:00:15.924,-3.3536,145.9897,4.3,10.0,10537,0
11810761,2024-02-29 02:21:45.670,37.888667,-121.630333,3.5,8.17,18974174,0
11810722,2024-02-29 01:05:37.808,8.8143,126.2835,4.8,73.607,132914,0
11810710,2024-02-29 00:53:44.725,44.3503,-116.1223,3.0,10.0,12769,0
11812783,2024-02-28 23:42:49.599,35.2697,140.4478,4.3,46.224,5817205,0
11817253,2024-02-28 23:21:15.011,51.2757,-174.0629,3.0,9.233,23766,0
11810614,2024-02-28 17:38:23.205,31.4043,-114.2811,3.7,12.578,10000,0
11813362,2024-02-28 17:23:13.064,25.7745,129.4948,4.5,10.0,31887,0
11810554,2024-02-28 16:18:55.607,-41.1531,175.2067,4.2,30.316,711038,0
11810496,2024-02-28 15:50:21.854,52.0016,179.5832,5.5,119.968,732295,0
11810490,2024-02-28 13:43:34.279,41.9814,142.5126,4.8,56.648,597095,0
11810434,2024-02-28 11:46:04.625,28.6066,128.6342,4.5,10.0,15497,0
11810431,2024-02-28 11:22:08.376,31.74,-104.12,3.1,6.7279,15062,0
11810417,2024-02-28 09:54:32.089,60.3941,-152.8155,3.2,125.4,32883,0
11810410,2024-02-28 09:32:59.210,19.194,-155.4965,3.6,34.0,57778,0
11810763,2024-02-28 08:53:54.337,41.9627,-119.5874,3.0,1.1,3350,0
11810400,2024-02-28 07:05:13.531,6.4584,-75.5214,4.7,10.0,927439,0
11820673,2024-02-28 06:48:47.023,8.0002,126.9703,4.5,48.651,44109,0
11810365,2024-02-28 04:46:40.911,-21.9912,-69.1994,4.6,86.263,7840536,0
11810338,2024-02-28 02:28:11.737,1.0956,98.7388,4.7,86.439,6674,0
11818058,2024-02-28 01:34:31.141,51.9668,175.6256,3.1,25.8,15144,0
11810791,2024-02-28 01:17:45.879,41.129,78.9618,4.3,10.0,237585,0
11818045,2024-02-28 00:59:06.081,52.3521,-171.1635,3.2,112.746,31223,0
11817874,2024-02-27 23:42:36.068,51.9194,175.5571,3.0,35.0,14979,0
11810309,2024-02-27 23:29:26.730,19.3135,-68.7326,3.54,11.0,265084,0
11810282,2024-02-27 22:41:52.312,6.3284,-76.7456,4.5,51.878,36397,0
11810206,2024-02-27 21:27:26.468,-21.0672,-68.9596,4.2,115.539,7789836,0
11810140,2024-02-27 18:26:58.124,41.0075,140.2106,4.2,160.249,22577,0
11810130,2024-02-27 18:08:31.583,-24.3709,-67.1576,4.4,156.088,6614,0
11810056,2024-02-27 17:29:27.830,61.1346,-150.2437,3.5,61.7,293982,0
11810027,2024-02-27 16:05:54.478,-9.5617,148.5204,4.9,10.0,332408,0
11821397,2024-02-27 16:04:09.371,-16.7288,128.2312,4.4,11.74,76557,0
11810000,2024-02-27 14:27:53.287,-5.1065,152.8141,4.8,41.713,100193,0
11810086,2024-02-27 14:18:00.729,41.2549,78.459,4.2,4.237,134211,0
11810083,2024-02-27 14:10:44.615,-28.0542,-71.369,4.0,23.244,431547,0
11809966,2024-02-27 14:01:45.930,19.1325,-66.944833,3.33,14.35,63963,0
11809974,2024-02-27 12:54:27.907,44.3564,-116.1341,3.0,10.0,14969,0
11809948,2024-02-27 12:43:58.456,35.2222,140.5907,4.5,35.0,14,0
11809915,2024-02-27 11:33:58.973,-17.3262,-69.4727,4.2,166.923,37906,0
11817141,2024-02-27 11:21:31.928,50.5137,-174.9397,3.1,10.0,23108,0
11810414,2024-02-27 11:01:29.265,53.9204,160.506,4.3,54.695,1008364,0
11810408,2024-02-27 09:17:04.168,15.4833,-92.8411,4.0,112.327,20113,0
11809879,2024-02-27 08:38:50.193,-23.9438,-66.6481,4.4,208.861,4625,0
11812821,2024-02-27 08:22:50.939,8.7383,126.2421,4.6,51.437,29201,0
11809860,2024-02-27 07:26:36.146,56.1795,-152.8765,3.4,24.8,25198,0
11809862,2024-02-27 07:19:50.676,26.1623,140.657,4.8,409.983,89229,0
11812818,2024-02-27 06:03:03.231,-27.6243,-179.2613,4.2,398.743,102850,0
11809830,2024-02-27 04:43:19.136,-34.9973,-70.9974,4.4,104.332,7796897,0
11809835,2024-02-27 04:42:56.240,18.7838,-65.1765,3.4,22.0,517889,0
11817118,2024-02-27 04:22:46.017,52.4188,-168.4671,3.1,22.0,5052665,0
11817119,2024-02-27 03:23:21.618,51.3731,178.8918,3.0,41.3,31300,0
11809767,2024-02-27 00:14:12.956,32.1737,141.7752,4.7,10.0,46396,0
11809705,2024-02-26 22:51:27.500,-19.2378,-67.3986,4.1,227.5,2884210,0
11809696,2024-02-26 22:48:04.264,59.3896,-152.6507,3.0,69.3,43053,0
11809660,2024-02-26 21:40:17.588,37.8714,141.8418,4.2,45.963,2830,0
11809605,2024-02-26 21:35:38.435,12.9067,-87.2746,5.0,184.618,1943588,0
11809577,2024-02-26 20:10:52.119,-17.5886,176.3307,4.7,10.0,27651119,0
11809536,2024-02-26 18:30:18.515,26.1459,127.6116,4.2,41.476,58177,0
11809484,2024-02-26 17:25:43.465,44.3907,-116.1108,5.54,12.164,430056,0
11813782,2024-02-26 17:04:47.515,5.6658,126.8807,4.2,112.36,18417,0
11809564,2024-02-26 13:31:39.080,31.4155,-114.333833,4.07,5.96,16870,0
