magnitude,depth,is_ocean,is_steep_slope,horizontal_count_1y_full,vertical_count_1y_full,tsunami
6.5,10.0,1,0,1,0,0
7.6,33.0,1,0,0,2,0
6.6,62.0,1,1,0,2,0
6.7,24.0,1,1,0,1,0
8.4,33.0,1,1,0,1,0
6.7,17.0,1,1,0,3,0
6.8,50.0,0,0,1,1,0
6.5,33.0,1,0,4,1,0
6.8,51.798,0,0,0,0,0
7.1,35.0,1,0,0,2,0
7.4,36.0,1,0,2,6,0
6.6,10.0,0,0,1,1,0
7.7,16.0,0,0,1,0,0
6.9,28.0,1,0,2,5,0
7.7,60.0,1,0,0,1,0
6.9,36.4,1,0,1,1,0
7.1,103.0,1,1,1,2,0
6.8,33.0,1,1,2,2,0
7.5,33.0,1,1,2,2,0
5.1,7.148,0,0,1,0,0
5.5,10.0,0,0,1,0,0
5.4,10.0,0,1,1,0,0
5.1,6.1279,0,0,0,0,0
6.1,33.882,1,1,1,2,0
5.4,140.0,0,0,0,0,0
5.1,3.2959,0,0,0,0,0
6.2,262.297,0,0,1,1,0
6.4,61.91,1,0,3,1,0
5.4,10.0,1,0,0,0,0
5.6,10.0,1,0,0,0,0
5.5,154.0,0,0,0,0,0
5.6,48.0,1,0,1,0,0
5.6,9.0,1,1,0,0,0
5.1,53.382,1,0,0,1,0
5.1,28.58,1,1,0,0,1
5.0,12.0,1,1,0,0,1
5.6,34.21,1,1,0,0,1
5.6,16.0,0,0,0,0,0
5.8,26.873,1,1,0,0,0
5.4,16.067,0,0,0,0,0
5.4,17.533,1,1,0,0,0
5.4,10.0,1,0,0,0,0
5.4,175.245,0,0,1,1,0
5.5,117.0,0,1,0,0,0
5.4,14.8,1,1,0,0,1
5.4,87.0,1,1,0,0,1
4.6,8.3,1,0,0,0,1
5.1,44.0,1,1,1,1,1
4.8,69.273,0,1,1,1,1
5.2,52.8,1,1,1,1,1
4.5,87.8,1,0,0,0,1
4.4,10.0,1,0,0,0,1
6.0,40.972,1,1,0,2,1
5.9,39.0,1,1,0,2,1
6.1,59.701,1,1,0,1,0
6.4,9.471,1,0,1,1,0
5.6,10.0,1,0,1,1,0
4.8,2.624,0,0,0,0,1
5.06,3.0,0,0,0,0,0
5.1,6.0,0,0,0,0,0
5.7,123.0,0,0,0,0,0
5.5,267.235,0,0,1,0,0
7.4,127.291,0,0,1,1,1
5.8,28.0,1,1,1,1,0
5.4,33.936,1,1,1,0,0
5.3,113.11,0,1,0,0,0
5.4,10.0,1,1,1,1,0
5.3,202.477,0,0,1,1,0
5.2,10.0,1,0,0,0,0
5.6,34.0,1,1,0,0,0
4.7,10.0,1,1,1,0,1
6.5,10.0,1,0,1,0,1
4.3,15.0,1,0,0,0,1
3.9,126.3,0,0,0,0,1
4.6,48.2,0,0,0,0,1
5.0,25.0,1,1,0,0,1
5.5,47.174,1,0,0,0,0
5.1,8.078,0,0,0,0,0
5.1,10.0,1,0,0,0,0
5.4,9.0,1,0,0,0,0
5.1,65.051,1,0,0,0,0
5.5,19.0,1,1,0,0,0
5.7,21.0,1,0,0,0,0
5.4,6.0,0,0,0,2,0
5.6,10.0,1,0,0,2,0
5.5,10.0,1,0,0,2,0
5.6,10.0,0,0,0,2,0
6.2,10.0,0,0,0,2,0
7.5,10.0,0,0,0,2,1
5.8,10.0,0,0,0,2,0
5.4,26.386,1,0,0,0,0
6.1,29.0,1,0,0,1,0
5.7,41.798,1,1,0,3,0
5.7,26.363,1,1,0,3,0
5.3,16.869,1,1,0,3,0
5.6,14.297,1,1,0,3,0
5.3,10.789,0,1,0,3,0
5.6,15.864,1,1,0,3,0
6.4,13.931,1,1,0,3,0
7.4,40.0,0,1,0,3,1
5.9,73.0,0,0,0,0,0
5.3,35.0,1,1,0,0,0
5.6,20.0,1,1,0,0,0
5.6,44.0,1,0,0,1,0
5.4,45.09,1,0,1,2,0
5.9,10.0,1,0,0,2,0
5.8,11.296,1,1,0,3,0
5.2,28.949,1,1,0,3,0
5.6,23.605,1,1,0,3,0
5.2,40.475,0,1,0,3,0
5.7,37.767,1,1,0,3,0
5.3,10.0,1,1,0,0,0
5.8,12.0,1,1,0,3,0
5.4,8.991,1,0,0,3,0
5.4,5.83,1,1,0,3,0
5.5,17.0,1,1,0,3,0
6.1,10.0,0,1,0,3,0
6.1,9.0,1,1,0,3,1
5.8,8.0,0,1,0,3,0
5.6,10.0,1,1,0,3,0
6.3,32.0,0,0,1,0,0
5.9,7.556,1,0,0,0,0
5.5,15.711,1,0,1,1,0
5.7,28.953,1,0,0,0,0
6.1,14.0,1,1,0,4,0
5.4,11.732,1,1,0,4,0
6.5,402.166,1,1,1,0,1
5.3,18.196,0,0,1,1,0
7.1,24.0,0,0,1,1,0
5.6,91.0,1,0,0,0,0
5.4,34.723,1,1,0,0,0
5.7,9.0,0,0,0,1,0
5.5,392.698,1,0,0,0,0
5.4,59.788,1,0,0,0,0
5.7,222.966,0,0,0,0,0
6.0,27.0,1,1,0,3,0
6.5,621.081,0,0,1,1,0
6.6,607.0,0,0,1,1,0
5.6,176.0,0,0,0,0,0
5.8,23.0,0,1,0,3,0
5.4,13.49,1,1,0,3,0
5.4,21.807,1,1,1,3,0
6.1,18.0,1,1,0,3,0
7.2,24.0,1,1,0,3,1
5.5,106.228,0,0,0,0,0
5.4,8.0,0,0,0,0,0
5.7,69.136,0,0,0,0,0
5.6,10.0,0,0,0,0,0
5.4,10.0,0,0,0,0,0
5.4,10.0,0,0,1,0,0
5.7,10.0,0,0,1,0,0
5.3,3.426,0,0,1,0,0
5.8,10.0,0,0,1,0,0
7.0,13.0,0,1,1,0,0
6.4,204.0,0,1,0,3,0
4.69,11.35,0,0,0,0,1
3.94,4.84,0,0,0,0,1
4.28,0.16,0,0,0,0,1
4.39,10.98,0,0,0,0,1
5.22,11.6,0,0,0,0,1
5.2,10.0,1,0,1,0,1
6.4,10.0,1,0,1,0,1
5.7,10.0,1,0,1,0,1
5.4,10.0,0,0,0,0,0
5.4,224.338,0,1,0,1,0
5.9,20.71,0,0,0,0,0
5.4,97.552,0,0,0,0,0
5.1,29.068,0,0,1,0,0
5.5,10.0,0,0,0,0,0
5.1,10.0,0,0,0,0,0
5.3,6.0,0,0,0,0,0
5.5,8.0,0,0,0,0,0
5.1,38.577,0,0,0,0,0
5.7,39.0,1,0,0,0,0
6.0,115.0,1,1,1,2,0
5.4,42.374,1,1,2,5,0
5.4,18.0,1,1,3,5,0
5.1,14.569,1,1,3,5,0
5.3,35.0,1,1,2,5,0
5.4,50.159,0,0,3,5,0
5.8,32.0,0,0,3,5,0
5.6,21.643,1,1,0,0,0
5.6,39.0,1,1,3,5,0
6.7,62.574,1,1,1,2,1
5.3,81.212,1,1,0,1,0
5.7,40.983,1,1,0,0,0
6.3,15.0,1,1,2,7,0
6.8,32.0,1,1,2,7,1
5.4,40.646,1,0,2,1,0
7.1,639.503,1,0,0,1,1
5.6,45.789,1,0,1,1,0
5.8,39.0,1,0,1,3,0
5.2,9.9,1,0,0,0,0
5.7,10.208,1,0,0,0,0
6.4,22.0,1,0,2,1,1
5.7,62.174,1,0,0,1,0
5.5,10.649,0,0,0,0,0
5.4,72.165,0,1,1,3,0
5.8,209.0,0,0,0,2,0
5.4,10.257,0,0,0,4,0
6.3,8.0,0,0,0,4,0
5.9,12.48,0,0,0,4,0
5.5,10.0,1,0,0,0,0
5.5,7.0,0,0,0,0,0
5.5,13.116,0,0,3,0,0
5.2,10.0,0,0,2,0,0
5.4,39.269,1,0,0,0,0
6.3,8.0,0,0,0,4,0
6.3,9.0,0,0,0,4,0
5.4,10.0,0,0,0,4,0
5.4,101.15,0,1,0,0,0
6.0,253.0,0,0,1,1,0
5.6,571.448,0,0,0,0,0
5.7,8.0,1,1,0,0,0
5.3,110.914,0,0,0,0,0
5.5,21.043,1,1,0,0,0
6.3,36.0,1,1,0,1,0
6.2,554.0,0,0,2,2,0
6.2,575.0,0,0,2,2,0
6.6,186.0,0,0,1,0,0
5.5,12.851,1,0,0,0,0
5.4,18.0,0,0,0,0,0
5.4,10.0,1,1,0,0,0
5.8,442.0,1,0,0,0,0
5.6,314.0,1,0,0,0,0
5.3,10.0,1,0,2,2,0
5.6,10.0,1,0,2,2,0
5.5,10.0,1,0,2,2,0
5.8,6.0,1,0,2,2,0
6.0,10.0,1,0,2,2,0
5.8,30.0,1,1,0,0,0
5.7,12.765,1,1,0,0,0
5.8,8.0,1,1,0,0,0
5.5,51.0,1,0,0,0,0
6.3,176.0,1,0,1,0,0
5.2,40.452,1,0,0,0,0
5.9,34.0,1,0,0,2,0
6.5,31.0,1,1,0,1,0
5.8,42.0,1,0,0,2,0
5.8,84.0,1,0,0,0,0
5.6,77.731,1,1,0,0,0
5.5,66.391,1,1,3,5,0
5.4,24.222,1,1,3,5,0
5.3,47.433,1,1,3,5,0
6.9,20.0,1,1,3,5,1
6.0,13.0,1,1,3,5,0
5.4,28.046,1,1,3,5,0
5.4,42.849,1,1,3,5,0
5.6,36.128,1,1,3,5,0
5.4,16.406,1,1,3,5,0
6.1,10.0,1,0,2,2,0
5.3,10.0,1,0,2,2,0
5.5,8.0,1,1,0,0,0
5.6,10.0,1,1,0,0,0
6.3,14.0,0,0,0,4,0
5.3,53.0,1,0,0,0,0
5.8,12.0,1,1,3,5,0
5.5,26.021,1,1,3,5,0
5.7,19.697,1,1,3,5,0
5.2,40.403,1,1,3,5,0
5.3,66.931,1,1,3,5,0
5.7,27.0,1,1,3,5,0
5.3,55.451,1,1,3,5,0
5.3,46.818,1,1,3,5,0
5.4,63.645,1,1,3,5,0
5.3,22.227,1,1,3,5,0
5.4,48.935,1,1,3,5,0
6.3,46.378,1,1,3,5,0
5.6,64.275,1,1,3,5,0
5.4,51.478,1,1,3,5,0
5.4,35.0,1,1,3,5,0
5.6,79.813,1,1,3,5,0
6.1,36.091,1,1,3,5,0
5.7,46.557,1,1,3,5,0
5.1,181.278,1,0,0,0,0
5.3,10.0,0,0,0,0,0
5.5,10.0,0,0,0,0,0
5.4,43.301,1,1,3,5,0
5.4,66.534,1,1,3,5,0
7.6,40.0,1,1,3,5,1
6.0,102.0,1,1,3,0,0
6.7,52.0,1,1,1,1,1
5.8,289.0,1,1,0,0,0
5.2,42.657,0,1,0,1,0
5.7,13.0,1,1,0,0,0
5.7,401.457,1,0,0,2,0
5.5,11.712,0,0,0,0,0
5.5,39.402,1,1,3,5,0
5.7,45.264,1,1,3,5,0
6.6,19.0,1,1,3,5,1
5.4,63.392,1,1,3,5,0
5.5,26.181,1,1,3,5,0
6.0,9.0,1,1,3,5,0
5.4,47.151,0,1,0,0,0
5.7,481.974,1,0,0,1,0
5.5,514.072,1,0,0,1,0
7.1,500.0,1,0,0,1,1
5.3,28.833,1,0,1,0,0
5.1,10.0,0,1,0,0,0
5.5,45.057,0,0,0,0,0
5.2,10.0,0,0,0,0,0
5.4,58.952,1,1,3,5,0
5.7,52.821,1,1,3,5,0
5.6,44.034,1,1,3,5,0
6.4,35.0,1,1,3,5,1
5.5,66.805,1,1,3,5,0
5.4,60.468,1,1,3,5,0
5.4,61.311,1,1,3,5,0
5.8,61.655,1,1,3,5,0
5.4,10.0,0,0,0,0,0
5.2,25.706,0,1,0,0,0
5.7,13.0,0,1,0,0,0
5.3,36.648,0,0,0,0,0
6.1,51.0,0,1,0,1,0
5.4,24.286,1,0,0,0,0
5.5,10.0,1,1,0,0,0
5.9,8.494,0,1,1,0,0
6.4,113.0,1,1,1,0,0
5.9,94.0,1,1,0,1,0
6.0,151.0,0,1,2,0,0
6.0,13.0,1,0,1,0,0
5.6,512.824,1,0,0,1,0
5.4,10.0,1,0,2,2,0
5.5,10.0,1,0,2,2,0
6.1,10.0,1,0,2,2,0
5.7,10.0,1,0,2,2,0
5.7,10.0,1,0,2,2,0
5.4,10.0,1,0,2,2,0
5.7,15.733,0,0,0,0,0
5.3,7.204,0,1,0,0,0
5.7,12.0,0,0,0,0,0
5.9,31.0,1,1,0,0,0
5.7,13.261,1,0,1,0,0
5.3,10.0,1,0,2,2,0
6.2,93.0,0,1,1,0,0
5.5,191.769,0,0,1,1,0
5.7,14.0,1,1,0,0,0
5.8,112.0,0,1,0,0,0
5.6,61.708,1,1,0,0,0
5.4,40.35,0,1,1,0,0
5.4,23.218,1,1,0,0,0
5.8,135.0,0,0,0,1,0
5.6,4.0,1,1,2,0,0
5.8,16.0,1,1,0,0,0
6.6,34.0,1,1,0,1,1
5.5,575.691,1,0,0,1,0
5.9,88.891,1,0,0,0,0
5.2,37.801,1,1,0,0,0
5.9,76.421,1,1,0,0,0
5.7,99.0,0,1,0,0,0
5.4,54.787,1,1,0,0,0
5.4,10.0,1,0,0,0,0
5.6,9.0,1,0,0,0,0
5.2,9.462,0,0,0,0,0
8.7,20.0,1,0,1,0,1
9.1,24.0,1,0,0,2,1
8.8,35.0,1,0,0,0,1
8.5,23.0,1,1,0,0,1
8.6,30.0,0,0,0,2,1
9.1,30.0,1,0,0,0,1
8.4,33.0,0,1,0,0,1
8.7,33.0,1,1,0,0,1
9.2,25.0,0,1,0,0,1
8.5,35.0,1,1,0,0,1
9.5,25.0,0,0,0,0,1
8.6,20.0,1,1,0,0,1
9.0,20.0,1,0,0,0,1
8.6,15.0,0,0,0,0,1
8.6,25.0,1,1,0,0,1
8.5,30.0,1,1,0,0,1
8.4,15.0,1,0,0,0,1
8.4,25.0,0,0,0,0,1
8.5,70.0,0,1,0,0,1
8.8,20.0,0,0,0,0,1
6.9,12.0,1,0,0,4,1
6.7,16.0,1,0,2,4,1
6.6,14.0,1,1,1,0,1
6.4,28.0,1,1,0,2,1
7.4,33.0,1,1,0,3,1
7.0,23.0,1,1,3,20,1
7.3,52.0,1,1,1,1,1
7.4,14.0,1,1,0,0,1
6.4,19.0,1,1,0,0,1
7.4,36.0,1,1,0,1,1
7.8,152.5,1,0,1,1,1
6.7,21.0,1,1,0,1,1
6.2,5.0,1,0,0,0,1
5.2,13.7,1,0,0,1,1
6.4,11.0,1,0,0,0,1
5.6,10.0,1,0,0,0,1
7.0,11.0,1,0,0,2,1
5.8,11.6,1,0,0,1,1
6.3,14.0,1,1,0,0,1
5.3,26.7,1,0,0,0,1
7.1,22.0,1,1,1,7,1
7.8,33.0,1,1,2,3,1
6.3,10.0,0,0,0,0,1
6.4,33.0,1,0,0,1,1
6.1,20.0,1,1,1,0,1
