0,1,2,3,4,5,6,7
서울특별시,종로구,청운효자동,20201029,F,35,97.409357045,1111051500
서울특별시,종로구,청운효자동,20201027,F,40,97.409357045,1111051500
서울특별시,종로구,청운효자동,20201025,M,60,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200914,F,40,29.97210986,1111051500
서울특별시,종로구,청운효자동,20201025,F,50,37.465137325,1111051500
서울특별시,종로구,청운효자동,20201025,F,60,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200819,F,55,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200818,M,45,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200818,M,25,52.451192255,1111051500
서울특별시,종로구,청운효자동,20201021,M,65,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200819,F,25,52.451192255,1111051500
서울특별시,종로구,청운효자동,20201002,F,35,44.95816479,1111051500
서울특별시,종로구,청운효자동,20201001,F,30,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200801,F,20,134.87449437,1
서울특별시,종로구,청운효자동,20201003,F,60,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200830,M,45,67.437247185,1111051500
서울특별시,종로구,청운효자동,20201003,X,xx,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200905,M,35,119.88843944,1111051500
서울특별시,종로구,청운효자동,20200905,F,45,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200806,M,30,22.479082395,1111051500
서울특별시,종로구,청운효자동,20201016,F,50,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200903,M,20,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200903,F,25,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200903,F,35,67.437247185,1111051500
서울특별시,종로구,청운효자동,20201029,F,45,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200901,F,45,52.451192255,1111051500
서울특별시,종로구,청운효자동,20201031,F,45,89.91632958,1111051500
서울특별시,종로구,청운효자동,20200808,M,55,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200816,M,30,52.451192255,1111051500
서울특별시,종로구,청운효자동,20201010,M,50,44.95816479,1
서울특별시,종로구,청운효자동,20200802,M,30,67.437247185,1111051500
서울특별시,종로구,청운효자동,20200816,M,55,37.465137325,1111051500
서울특별시,종로구,청운효자동,20201005,F,40,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200822,M,45,52.451192255,1111051500
서울특별시,종로구,청운효자동,20201027,F,35,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200914,X,xx,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200815,M,40,59.94421972,1111051500
서울특별시,종로구,청운효자동,20201004,M,30,82.423302115,1111051500
서울특별시,종로구,청운효자동,20200904,M,45,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200830,M,55,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200830,F,70,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200830,M,30,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200903,M,45,59.94421972,1111051500
서울특별시,종로구,청운효자동,20201020,F,40,82.423302115,1111051500
서울특별시,종로구,청운효자동,20201020,F,30,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200830,F,45,74.93027465,1111051500
서울특별시,종로구,청운효자동,20201018,F,55,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200910,F,60,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200813,M,25,97.409357045,1111051500
서울특별시,종로구,청운효자동,20201017,X,xx,29.97210986,1111051500
서울특별시,종로구,청운효자동,20201018,F,35,89.91632958,1111051500
서울특별시,종로구,청운효자동,20200926,X,xx,44.95816479,1111051500
서울특별시,종로구,청운효자동,20201004,F,55,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200922,F,25,29.97210986,1111051500
서울특별시,종로구,청운효자동,20201015,F,60,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200923,M,35,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200811,X,xx,59.94421972,1111051500
서울특별시,종로구,청운효자동,20201028,F,45,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200811,F,25,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200817,M,55,29.97210986,1111051500
서울특별시,종로구,청운효자동,20201021,M,45,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200919,M,20,59.94421972,1
서울특별시,종로구,청운효자동,20201010,M,35,82.423302115,1111051500
서울특별시,종로구,청운효자동,20201011,M,55,37.465137325,1111051500
서울특별시,종로구,청운효자동,20201025,M,40,22.479082395,1111051500
서울특별시,종로구,청운효자동,20201027,F,45,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200808,F,45,89.91632958,1111051500
서울특별시,종로구,청운효자동,20200808,F,30,149.8605493,1111051500
서울특별시,종로구,청운효자동,20201013,M,25,59.94421972,1111051500
서울특별시,종로구,청운효자동,20201012,F,45,22.479082395,1111051500
서울특별시,종로구,청운효자동,20201013,F,45,52.451192255,1111051500
서울특별시,종로구,청운효자동,20201013,M,40,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200807,F,60,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200823,M,55,29.97210986,1111051500
서울특별시,종로구,청운효자동,20201030,F,50,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200805,M,20,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200913,M,20,44.95816479,1111051500
서울특별시,종로구,청운효자동,20201024,M,20,52.451192255,1
서울특별시,종로구,청운효자동,20200917,X,xx,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200913,F,60,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200923,F,15,29.97210986,1111051500
서울특별시,종로구,청운효자동,20201010,F,30,164.84660423,1111051500
서울특별시,종로구,청운효자동,20200802,F,35,22.479082395,1111051500
서울특별시,종로구,청운효자동,20201020,F,50,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200816,M,35,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200804,M,30,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200916,M,20,37.465137325,1111051500
서울특별시,종로구,청운효자동,20201017,M,35,67.437247185,1111051500
서울특별시,종로구,청운효자동,20201014,F,40,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200917,F,40,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200928,X,xx,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200806,M,20,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200822,F,40,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200913,M,45,29.97210986,1
서울특별시,종로구,청운효자동,20200826,F,55,22.479082395,1111051500
서울특별시,종로구,청운효자동,20201016,F,40,97.409357045,1111051500
서울특별시,종로구,청운효자동,20200826,F,60,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200813,M,35,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200825,F,30,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200814,F,35,112.39541198,1111051500
서울특별시,종로구,청운효자동,20201008,F,20,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200802,M,25,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200814,M,35,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200919,M,40,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200926,F,25,254.76293381,1111051500
서울특별시,종로구,청운효자동,20201015,F,45,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200909,X,xx,89.91632958,1111051500
서울특별시,종로구,청운효자동,20200910,M,20,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200829,F,50,67.437247185,1111051500
서울특별시,종로구,청운효자동,20200812,M,45,74.93027465,1
서울특별시,종로구,청운효자동,20200829,F,25,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200910,M,70,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200826,F,30,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200803,M,45,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200825,F,55,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200822,F,35,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200913,F,45,67.437247185,1111051500
서울특별시,종로구,청운효자동,20200918,F,55,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200804,F,30,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200825,F,40,37.465137325,1111051500
서울특별시,종로구,청운효자동,20200826,F,25,82.423302115,1111051500
서울특별시,종로구,청운효자동,20201014,M,30,82.423302115,1111051500
서울특별시,종로구,청운효자동,20201014,M,25,67.437247185,1111051500
서울특별시,종로구,청운효자동,20200924,F,50,67.437247185,1111051500
서울특별시,종로구,청운효자동,20200816,F,35,89.91632958,1111051500
서울특별시,종로구,청운효자동,20201014,F,55,29.97210986,1
서울특별시,종로구,청운효자동,20200806,F,25,67.437247185,1111051500
서울특별시,종로구,청운효자동,20200814,F,55,52.451192255,1111051500
